total,text,img,nodenum,concat
0.521,0.0155,0.4863,0.0022,0.001
0.3303,0.0168,0.3054,0.0032,0.0
0.5049,0.057,0.4313,0.0038,0.0024
0.411,0.0472,0.3499,0.0083,0.0
0.352,0.02,0.3226,0.0024,0.0017
0.594,0.0131,0.5767,0.003,0.0
0.4714,0.0561,0.4012,0.0058,0.0015
0.4892,0.014,0.4714,0.0038,0.0
0.3372,0.019,0.307,0.005,0.0
0.3918,0.0128,0.3657,0.0075,0.0013
0.4998,0.0196,0.4397,0.035,0.0
0.5559,0.0416,0.4848,0.0051,0.0
0.2853,0.0117,0.2601,0.005,0.0
0.3299,0.0092,0.3023,0.005,0.001
0.3774,0.0137,0.3375,0.0126,0.007
0.349,0.0163,0.3246,0.0039,0.001
0.34,0.0097,0.3177,0.0064,0.001
0.2315,0.012,0.2132,0.002,0.0
0.4997,0.014,0.4786,0.0025,0.0
0.6437,0.04,0.4261,0.0046,0.001
0.3724,0.0204,0.3419,0.0021,0.0
0.2349,0.0101,0.2122,0.002,0.001
0.6321,0.0221,0.5832,0.0169,0.0036
0.5233,0.0424,0.4722,0.002,0.001
0.2905,0.0125,0.2719,0.0025,0.0
0.3501,0.011,0.3352,0.0008,0.0
0.4224,0.0141,0.3948,0.003,0.002
0.2731,0.0136,0.2494,0.004,0.0
0.2278,0.01,0.2098,0.003,0.001
0.2229,0.0093,0.2076,0.0031,0.0
0.2235,0.0122,0.2013,0.004,0.0
0.2178,0.0075,0.2043,0.003,0.0
0.1881,0.0064,0.1788,0.0009,0.0
0.3423,0.0081,0.2701,0.0023,0.0012
0.265,0.0142,0.242,0.0035,0.0
0.227,0.0146,0.2094,0.003,0.0
0.2264,0.0101,0.2083,0.003,0.0
0.2032,0.009,0.1864,0.002,0.0012
0.2067,0.013,0.1857,0.0031,0.0008
0.2345,0.0086,0.221,0.002,0.001
0.287,0.008,0.2721,0.0031,0.0
0.2506,0.008,0.2396,0.0,0.0
0.2078,0.009,0.1921,0.003,0.0
0.214,0.009,0.1991,0.002,0.0
0.2678,0.0061,0.2504,0.0062,0.001
0.2258,0.0126,0.2102,0.0025,0.0005
0.232,0.0087,0.2172,0.0031,0.0
0.2151,0.0084,0.2017,0.003,0.0
0.2178,0.0095,0.2023,0.003,0.0
0.224,0.009,0.2082,0.0031,0.0
0.2412,0.0107,0.2215,0.003,0.001
0.2,0.006,0.1874,0.0026,0.001
0.2355,0.0101,0.2175,0.0039,0.0
0.2209,0.0087,0.2073,0.0018,0.0
0.2092,0.0136,0.1865,0.0071,0.0
0.2644,0.0079,0.2505,0.002,0.0
0.2234,0.0111,0.2043,0.003,0.0
0.2586,0.0094,0.2432,0.003,0.0
0.2073,0.0071,0.1961,0.002,0.0
0.216,0.0081,0.2006,0.0022,0.001
0.2302,0.01,0.2132,0.002,0.001
0.2066,0.01,0.1915,0.002,0.0
0.1958,0.006,0.1831,0.0027,0.001
0.2311,0.007,0.2201,0.002,0.0
0.2067,0.0094,0.1897,0.0036,0.0
0.2423,0.0182,0.2136,0.0031,0.001
0.2505,0.0106,0.2339,0.003,0.0
0.2174,0.0065,0.2048,0.002,0.001
0.1995,0.0096,0.1839,0.002,0.001
0.2368,0.0062,0.2207,0.0007,0.0
0.2456,0.0128,0.2209,0.003,0.001
0.2443,0.0095,0.2278,0.003,0.0
0.2237,0.0155,0.2013,0.0058,0.001
0.2246,0.005,0.2146,0.001,0.001
0.208,0.0086,0.1919,0.003,0.001
0.2897,0.0102,0.241,0.003,0.0
0.2164,0.0089,0.2025,0.002,0.0
0.2191,0.0106,0.2026,0.002,0.0
0.2536,0.0081,0.2375,0.003,0.001
0.2267,0.0086,0.2083,0.0033,0.0025
0.2173,0.0097,0.1996,0.003,0.001
0.2258,0.007,0.2133,0.0025,0.0
0.207,0.0122,0.1895,0.0017,0.0
0.2425,0.0105,0.2216,0.003,0.001
0.2303,0.008,0.2182,0.002,0.0
0.2149,0.0062,0.2047,0.0021,0.0
0.2186,0.0034,0.2062,0.003,0.001
0.2209,0.0067,0.2081,0.0022,0.0005
0.2226,0.0084,0.2083,0.002,0.0
0.2314,0.0092,0.2128,0.0039,0.0
0.2167,0.008,0.2027,0.002,0.001
0.2205,0.0132,0.1982,0.004,0.0
0.2677,0.008,0.2493,0.0031,0.0
0.228,0.0127,0.2072,0.003,0.0012
0.2708,0.0127,0.2499,0.002,0.001
0.2178,0.01,0.2008,0.0032,0.0
0.1766,0.005,0.1686,0.0,0.0
0.2173,0.0098,0.2075,0.0,0.0
0.1951,0.0,0.1921,0.003,0.0
0.1827,0.008,0.1715,0.0,0.0
0.2304,0.0262,0.2011,0.002,0.001
0.2175,0.008,0.2038,0.0027,0.0
0.2325,0.0,0.2305,0.002,0.0
0.2185,0.009,0.2045,0.003,0.0
0.1757,0.0093,0.1643,0.002,0.0
0.3492,0.0054,0.2986,0.002,0.0
0.2196,0.0096,0.205,0.002,0.0
0.2145,0.0108,0.1976,0.002,0.0
0.2378,0.0189,0.2095,0.0035,0.003
0.2369,0.0091,0.2218,0.002,0.001
0.2253,0.0094,0.2098,0.0021,0.0009
0.2552,0.009,0.2402,0.003,0.0
0.2277,0.0098,0.211,0.002,0.001
0.2599,0.0081,0.2458,0.002,0.0
0.2401,0.0114,0.2155,0.0,0.0
0.2502,0.0121,0.2291,0.003,0.001
0.2106,0.0062,0.1984,0.002,0.001
0.2309,0.006,0.219,0.002,0.001
0.259,0.0079,0.2429,0.0031,0.001
0.2316,0.0092,0.2154,0.003,0.0
0.2139,0.007,0.2018,0.003,0.0
0.2312,0.015,0.2062,0.004,0.001
0.273,0.0099,0.2611,0.0,0.0
0.2663,0.0,0.2489,0.0,0.0
0.2102,0.008,0.1995,0.0,0.0
0.2396,0.0095,0.2189,0.003,0.001
0.2412,0.0167,0.2245,0.0,0.0
0.2037,0.0174,0.1864,0.0,0.0
0.2296,0.0156,0.214,0.0,0.0
0.2256,0.0061,0.21,0.0,0.0
0.2326,0.0172,0.2107,0.0,0.0048
0.2388,0.0041,0.229,0.0027,0.0
0.2524,0.0154,0.23,0.002,0.0
0.2262,0.0081,0.2121,0.003,0.0
0.2238,0.01,0.2071,0.0029,0.0
0.2219,0.0111,0.2046,0.002,0.0
0.2453,0.009,0.2303,0.002,0.0
0.2011,0.0079,0.188,0.002,0.0
0.2289,0.009,0.2149,0.002,0.0
0.2307,0.01,0.2124,0.002,0.0
0.2301,0.012,0.2109,0.0032,0.0
0.222,0.0083,0.2069,0.0031,0.001
0.2463,0.009,0.2302,0.003,0.0
0.2355,0.0129,0.2128,0.0037,0.0
0.2402,0.0118,0.2204,0.003,0.0
0.2609,0.0209,0.2274,0.004,0.001
0.2526,0.0089,0.2397,0.002,0.0
0.2244,0.0079,0.2094,0.0026,0.0016
0.2249,0.008,0.2118,0.002,0.0
0.2317,0.0115,0.2142,0.003,0.0
0.2093,0.007,0.1973,0.002,0.0
0.2255,0.0092,0.2102,0.002,0.001
0.2333,0.0119,0.2102,0.0021,0.0
0.2154,0.005,0.2047,0.0017,0.001
0.247,0.009,0.2309,0.002,0.001
0.2427,0.009,0.2274,0.0022,0.0011
0.2296,0.009,0.2141,0.002,0.0
0.2125,0.0,0.2125,0.0,0.0
0.2039,0.0157,0.1883,0.0,0.0
0.2351,0.0,0.2321,0.002,0.001
0.2241,0.01,0.207,0.002,0.0
0.2078,0.009,0.1927,0.003,0.0
0.1571,0.0,0.1571,0.0,0.0
0.1876,0.0076,0.177,0.0,0.0
0.2286,0.01,0.2111,0.003,0.001
0.225,0.0088,0.2102,0.002,0.0
0.2047,0.005,0.1969,0.0028,0.0
0.2225,0.0087,0.2077,0.002,0.001
0.204,0.0084,0.1906,0.003,0.0
0.2035,0.0,0.2005,0.003,0.0
0.2038,0.0,0.1923,0.0,0.0
0.1879,0.0,0.1879,0.0,0.0
0.2264,0.0081,0.2114,0.003,0.0
0.2021,0.006,0.1921,0.002,0.0
0.1592,0.0091,0.1451,0.0,0.0
0.2404,0.0005,0.2134,0.0103,0.0
0.2002,0.0,0.1842,0.002,0.0
0.3061,0.0107,0.2874,0.003,0.002
0.2296,0.0101,0.2093,0.0,0.0061
0.2265,0.0156,0.2109,0.0,0.0
0.1991,0.0,0.1971,0.002,0.0
0.2132,0.0081,0.1989,0.002,0.0011
0.1772,0.0012,0.173,0.0,0.0
0.2415,0.0105,0.2175,0.0031,0.001
0.2332,0.0089,0.2173,0.003,0.001
0.2588,0.0,0.2427,0.003,0.001
0.2384,0.016,0.2204,0.002,0.0
0.235,0.0177,0.2173,0.0,0.0
0.2418,0.0137,0.2186,0.0,0.0
0.2461,0.0166,0.2294,0.0,0.0
0.2321,0.0,0.2238,0.0037,0.0
0.22,0.0157,0.1886,0.0157,0.0
0.2245,0.0076,0.2078,0.002,0.001
0.2479,0.0135,0.2246,0.0041,0.0002
0.2353,0.007,0.2262,0.002,0.0
0.215,0.0156,0.1974,0.002,0.0
0.2127,0.008,0.2014,0.0,0.0
0.1936,0.006,0.1826,0.002,0.0
0.2172,0.009,0.2015,0.0027,0.001
0.2221,0.012,0.203,0.0031,0.0001
0.2256,0.008,0.2114,0.002,0.001
0.2634,0.0176,0.2319,0.003,0.001
0.2568,0.0119,0.2389,0.002,0.0
0.2156,0.0073,0.1994,0.0057,0.0
0.2505,0.008,0.2354,0.0031,0.0007
0.2238,0.0106,0.2052,0.004,0.0
0.2428,0.0106,0.2265,0.0027,0.0
0.222,0.0075,0.2085,0.002,0.0
0.2351,0.0098,0.2192,0.002,0.001
0.3002,0.0098,0.2844,0.003,0.0
0.2533,0.0111,0.2265,0.0098,0.001
0.2397,0.0122,0.2214,0.0032,0.0
0.2405,0.0109,0.2224,0.003,0.0012
0.2435,0.0069,0.2296,0.003,0.0
0.2347,0.0,0.2182,0.0165,0.0
0.2238,0.006,0.2128,0.002,0.0
0.2272,0.0101,0.1972,0.0157,0.0
0.1942,0.0072,0.184,0.0,0.0
0.2651,0.0161,0.249,0.0,0.0
0.2197,0.0156,0.204,0.0,0.0
0.233,0.0125,0.2204,0.0,0.0
0.194,0.0082,0.1798,0.002,0.0
0.204,0.009,0.1871,0.004,0.001
0.2505,0.0188,0.2207,0.004,0.001
0.2111,0.0,0.2111,0.0,0.0
0.2168,0.0166,0.1876,0.0126,0.0
0.202,0.0079,0.1902,0.0021,0.0
0.2205,0.0091,0.2054,0.002,0.001
0.2103,0.0102,0.1931,0.003,0.001
0.2574,0.0092,0.2413,0.003,0.001
0.2309,0.0156,0.2153,0.0,0.0
0.2285,0.0156,0.21,0.0029,0.0
0.2215,0.0089,0.2074,0.002,0.0
0.1681,0.0156,0.1525,0.0,0.0
0.1728,0.0157,0.1571,0.0,0.0
0.1952,0.0114,0.18,0.0,0.0
0.1967,0.0,0.1947,0.002,0.0
0.252,0.0084,0.2251,0.0156,0.0
0.2238,0.0157,0.2051,0.002,0.001
0.2077,0.0091,0.1934,0.0021,0.0
0.1826,0.0107,0.1689,0.0,0.0
0.2008,0.0,0.1978,0.003,0.0
0.2181,0.0099,0.2031,0.0021,0.0
0.2069,0.0071,0.1977,0.0,0.0
0.2035,0.0102,0.1934,0.0,0.0
0.2409,0.0132,0.2091,0.002,0.001
0.1605,0.005,0.1535,0.0,0.0
0.1951,0.0,0.1921,0.002,0.001
0.1587,0.0,0.1587,0.0,0.0
