total,text,img,nodenum,concat
0.2151,0.008,0.2011,0.003,0.0
0.2126,0.0103,0.1978,0.002,0.0
0.1921,0.008,0.1801,0.001,0.001
0.2012,0.0102,0.184,0.002,0.003
0.2287,0.0084,0.2136,0.002,0.001
0.2376,0.0081,0.2225,0.003,0.001
0.2083,0.008,0.1953,0.002,0.0
0.2041,0.009,0.189,0.002,0.001
0.2116,0.008,0.1986,0.003,0.0
0.2248,0.0068,0.2128,0.0015,0.001
0.1681,0.0065,0.1566,0.002,0.0
0.3004,0.0232,0.2662,0.002,0.0
0.2095,0.0175,0.188,0.002,0.0
0.172,0.006,0.162,0.002,0.0
0.2877,0.007,0.2198,0.002,0.0
0.1899,0.0041,0.1819,0.002,0.0
0.1729,0.006,0.1629,0.002,0.0
0.2001,0.005,0.1901,0.002,0.0
0.2173,0.011,0.1978,0.003,0.001
0.1925,0.0053,0.1821,0.002,0.0
0.2625,0.007,0.2505,0.002,0.0
0.2051,0.0075,0.1935,0.002,0.0
0.1761,0.006,0.1661,0.002,0.0
0.1808,0.005,0.1718,0.002,0.0
0.1621,0.006,0.1501,0.002,0.001
0.1694,0.006,0.1579,0.002,0.001
0.1801,0.006,0.1691,0.001,0.001
0.1742,0.007,0.1622,0.002,0.0
0.2072,0.007,0.1942,0.002,0.001
0.1813,0.007,0.1691,0.002,0.0012
0.1927,0.007,0.1817,0.002,0.0
0.2007,0.0082,0.1875,0.002,0.0
0.2081,0.0064,0.1967,0.001,0.001
0.1996,0.006,0.1896,0.002,0.0
0.1969,0.006,0.1869,0.002,0.0
0.1993,0.0068,0.1875,0.002,0.0
0.16,0.007,0.1485,0.002,0.0
0.1841,0.006,0.1731,0.002,0.0
0.1967,0.009,0.1833,0.002,0.0
0.186,0.01,0.171,0.0021,0.0009
0.1941,0.007,0.1821,0.002,0.0
0.1871,0.006,0.176,0.003,0.0
0.2681,0.0756,0.1876,0.002,0.0
0.1979,0.006,0.1879,0.002,0.0
0.2362,0.0131,0.1993,0.0155,0.0031
0.2096,0.009,0.1945,0.0031,0.0
0.1986,0.006,0.1884,0.002,0.0
0.1962,0.005,0.1852,0.002,0.001
0.181,0.0075,0.1685,0.002,0.001
0.2032,0.007,0.1912,0.002,0.0
0.205,0.006,0.1941,0.0019,0.0
0.1937,0.0083,0.1783,0.002,0.001
0.192,0.006,0.181,0.002,0.0
0.202,0.007,0.19,0.003,0.0
0.1795,0.007,0.1675,0.003,0.0
0.2031,0.0065,0.1936,0.002,0.0
0.2016,0.0074,0.19,0.002,0.0
0.2116,0.007,0.1996,0.002,0.0
0.2186,0.006,0.2086,0.002,0.0
0.2291,0.008,0.2149,0.0022,0.001
0.2501,0.013,0.2291,0.002,0.001
0.2275,0.0085,0.2123,0.0027,0.0
0.3269,0.015,0.3039,0.003,0.001
0.3028,0.011,0.281,0.0045,0.0013
0.2705,0.0115,0.2515,0.002,0.0
0.3195,0.0665,0.2416,0.003,0.001
0.3003,0.0071,0.2875,0.0022,0.0011
0.2473,0.012,0.2283,0.003,0.0
0.2205,0.008,0.2054,0.0031,0.0
0.2691,0.0094,0.2513,0.003,0.001
0.2092,0.01,0.1932,0.003,0.0
0.2462,0.008,0.2302,0.003,0.0
0.199,0.008,0.186,0.002,0.0
0.2051,0.0099,0.189,0.003,0.0
0.1973,0.013,0.1783,0.002,0.001
0.2161,0.01,0.2001,0.002,0.001
0.2071,0.009,0.1911,0.003,0.0
0.2232,0.009,0.2073,0.003,0.0
0.2422,0.007,0.2307,0.0015,0.001
0.2186,0.0085,0.2051,0.0021,0.0
0.2166,0.007,0.2011,0.0034,0.001
0.2269,0.009,0.2114,0.002,0.0
0.2372,0.007,0.2242,0.003,0.0
0.2145,0.007,0.2035,0.002,0.0
0.2022,0.006,0.1922,0.001,0.001
0.1971,0.005,0.1881,0.001,0.001
0.2828,0.0045,0.2294,0.0019,0.0
0.207,0.008,0.192,0.002,0.001
0.187,0.006,0.176,0.001,0.001
0.1676,0.007,0.1556,0.002,0.0
0.229,0.0085,0.2165,0.001,0.0
0.2161,0.006,0.2041,0.002,0.001
0.2413,0.0081,0.227,0.003,0.0
0.1801,0.007,0.1671,0.001,0.001
0.1775,0.008,0.1635,0.002,0.001
0.1939,0.009,0.1779,0.002,0.001
0.1968,0.009,0.1808,0.002,0.001
0.2297,0.007,0.2175,0.0022,0.0
0.2048,0.008,0.1898,0.003,0.0
0.2159,0.008,0.2018,0.002,0.001
0.1716,0.008,0.1586,0.002,0.0
0.1821,0.011,0.1641,0.003,0.0
0.182,0.006,0.172,0.002,0.0
0.1882,0.009,0.1732,0.002,0.0
0.206,0.007,0.193,0.002,0.001
0.1901,0.006,0.1791,0.002,0.0
0.1943,0.007,0.1813,0.002,0.001
0.2583,0.007,0.2422,0.005,0.001
0.2072,0.008,0.1912,0.004,0.0
0.1879,0.012,0.1699,0.002,0.001
0.1631,0.005,0.1531,0.002,0.0
0.1957,0.0095,0.1802,0.002,0.0
0.1978,0.004,0.1888,0.001,0.001
0.176,0.005,0.167,0.001,0.0
0.2185,0.006,0.2069,0.0026,0.0
0.2377,0.01,0.2217,0.002,0.001
0.2275,0.011,0.2105,0.002,0.0
0.2013,0.006,0.1903,0.002,0.0
0.2501,0.0133,0.2277,0.003,0.0
0.2233,0.008,0.2093,0.003,0.0
0.183,0.008,0.168,0.002,0.001
0.2361,0.0154,0.2117,0.002,0.001
0.17,0.007,0.158,0.002,0.0
0.1957,0.009,0.1807,0.003,0.0
0.1773,0.008,0.1643,0.002,0.0
0.1873,0.008,0.1743,0.002,0.0
0.2054,0.006,0.195,0.002,0.0
0.228,0.008,0.215,0.002,0.0
0.2139,0.007,0.2019,0.002,0.0
0.208,0.006,0.197,0.002,0.0
0.2214,0.0098,0.2056,0.002,0.001
0.2208,0.012,0.2008,0.003,0.0
0.1976,0.007,0.1846,0.003,0.0
0.2328,0.009,0.2178,0.003,0.0
0.2276,0.006,0.2156,0.003,0.0
0.2202,0.006,0.2093,0.002,0.0
0.2205,0.008,0.2075,0.002,0.001
0.1784,0.0095,0.1619,0.003,0.0
0.2132,0.008,0.2002,0.001,0.001
0.2282,0.008,0.2112,0.003,0.001
0.19,0.009,0.175,0.002,0.001
0.2051,0.0103,0.1898,0.002,0.0
0.2277,0.0115,0.2102,0.002,0.001
0.2093,0.009,0.1942,0.003,0.0
0.2017,0.0055,0.1912,0.003,0.0
0.2061,0.007,0.1941,0.002,0.0
0.2158,0.0089,0.2008,0.003,0.0
0.2129,0.006,0.2019,0.003,0.0
0.2044,0.0104,0.187,0.003,0.0
0.202,0.008,0.189,0.002,0.0
0.2144,0.01,0.1973,0.0021,0.001
0.2162,0.0058,0.2047,0.002,0.001
0.2138,0.006,0.2028,0.002,0.001
0.196,0.009,0.1805,0.002,0.001
0.1441,0.005,0.1351,0.002,0.0
0.2207,0.011,0.2027,0.002,0.001
0.2084,0.008,0.1958,0.0021,0.0005
0.2024,0.01,0.1864,0.003,0.0
0.1745,0.007,0.1635,0.002,0.0
0.1683,0.0065,0.1568,0.002,0.0
0.1774,0.006,0.1664,0.002,0.0
0.1885,0.009,0.1735,0.002,0.001
0.202,0.007,0.189,0.002,0.0
0.1531,0.005,0.1441,0.002,0.0
0.168,0.006,0.158,0.002,0.0
0.1789,0.006,0.1679,0.001,0.001
0.232,0.008,0.217,0.003,0.0
0.2001,0.008,0.186,0.002,0.001
0.2049,0.009,0.1899,0.002,0.001
0.2022,0.0095,0.1857,0.003,0.001
0.2442,0.009,0.2277,0.0035,0.0
0.2013,0.007,0.1893,0.002,0.0
0.2126,0.0081,0.1985,0.003,0.0
0.2268,0.011,0.2068,0.003,0.001
0.2254,0.009,0.2104,0.002,0.001
0.2342,0.0097,0.2175,0.002,0.001
0.2228,0.008,0.2078,0.003,0.0
0.2041,0.007,0.192,0.002,0.0
0.2174,0.01,0.1994,0.003,0.001
0.213,0.007,0.2,0.002,0.0
0.1821,0.0096,0.1665,0.002,0.0
0.1793,0.006,0.1683,0.002,0.0
0.3842,0.007,0.3692,0.004,0.001
0.2481,0.0075,0.2337,0.003,0.0
0.2406,0.0105,0.2234,0.0034,0.0
0.271,0.01,0.252,0.004,0.001
0.2863,0.0189,0.2601,0.003,0.001
0.3834,0.0084,0.367,0.003,0.0
0.2284,0.007,0.2154,0.002,0.001
0.2851,0.01,0.2687,0.002,0.001
0.2165,0.0075,0.204,0.001,0.001
0.2766,0.0139,0.2541,0.003,0.001
0.23,0.0085,0.2155,0.002,0.001
0.2447,0.013,0.2236,0.002,0.001
0.2133,0.013,0.1946,0.002,0.0
0.2711,0.013,0.2491,0.003,0.001
0.2255,0.008,0.2106,0.003,0.0
0.2169,0.0085,0.2023,0.003,0.0
0.2305,0.009,0.2157,0.002,0.0
0.202,0.0078,0.1882,0.002,0.001
0.2126,0.006,0.2001,0.002,0.0015
0.2344,0.01,0.2194,0.002,0.0
0.2288,0.0105,0.2113,0.003,0.0
0.2163,0.008,0.2023,0.002,0.001
0.2459,0.007,0.2299,0.004,0.0
0.2143,0.008,0.2002,0.001,0.001
0.2122,0.008,0.1992,0.002,0.001
0.2082,0.006,0.1972,0.002,0.0
0.2253,0.008,0.2123,0.002,0.0
0.2293,0.016,0.2053,0.002,0.0
0.2133,0.005,0.2023,0.002,0.001
0.2201,0.009,0.204,0.002,0.001
0.2431,0.007,0.231,0.002,0.001
0.2097,0.0082,0.196,0.002,0.0
0.2091,0.008,0.1955,0.002,0.0
0.2131,0.0071,0.2021,0.002,0.0
0.2238,0.0095,0.2073,0.002,0.0
0.2111,0.011,0.1911,0.003,0.0
0.2007,0.009,0.1856,0.002,0.001
0.2155,0.01,0.1965,0.003,0.0
0.2086,0.006,0.1976,0.002,0.0
0.2176,0.0106,0.2,0.001,0.001
0.216,0.01,0.199,0.002,0.001
0.2121,0.007,0.1991,0.002,0.0
0.2041,0.0081,0.1905,0.002,0.0
0.2162,0.008,0.2012,0.002,0.001
0.2207,0.008,0.2067,0.002,0.001
0.2046,0.009,0.1875,0.0035,0.0
0.2544,0.014,0.2334,0.002,0.0
0.1907,0.008,0.1776,0.002,0.0
0.2985,0.009,0.24,0.002,0.0
0.2233,0.009,0.2073,0.003,0.0
0.2027,0.009,0.1865,0.0021,0.0005
0.2192,0.0109,0.2021,0.002,0.0
0.2099,0.011,0.1879,0.004,0.0
0.2106,0.008,0.1985,0.002,0.0
0.285,0.021,0.253,0.003,0.0
0.2056,0.0094,0.1912,0.002,0.001
0.2078,0.008,0.1948,0.002,0.0
0.212,0.009,0.1971,0.002,0.0
0.2127,0.0055,0.2012,0.002,0.0
0.194,0.007,0.182,0.002,0.0
0.1937,0.0066,0.1825,0.002,0.0
0.236,0.008,0.2201,0.002,0.0
0.2121,0.006,0.2001,0.002,0.0
0.2147,0.008,0.1996,0.002,0.001
0.2105,0.0137,0.1898,0.003,0.0
0.2165,0.009,0.2005,0.003,0.0
0.2361,0.009,0.2202,0.0029,0.0
0.2127,0.008,0.1987,0.003,0.0
0.2174,0.01,0.2004,0.002,0.0
0.2144,0.006,0.2025,0.002,0.001
0.2166,0.011,0.1995,0.0021,0.0
0.2098,0.009,0.1958,0.002,0.0
0.2153,0.0082,0.2028,0.002,0.0
0.2131,0.0065,0.1996,0.002,0.0
0.1952,0.0063,0.1833,0.002,0.001
0.2034,0.0081,0.1884,0.0029,0.0
0.2245,0.009,0.2096,0.002,0.0
0.2545,0.0051,0.2444,0.002,0.0
0.2067,0.007,0.1937,0.0019,0.001
0.214,0.01,0.198,0.002,0.0
0.2141,0.007,0.2011,0.002,0.0
0.2031,0.007,0.1871,0.002,0.001
0.2355,0.006,0.2236,0.002,0.0009
0.208,0.007,0.193,0.002,0.0
0.2121,0.006,0.2011,0.001,0.001
0.225,0.012,0.2039,0.003,0.0
0.2519,0.01,0.235,0.002,0.0
0.2086,0.007,0.1946,0.003,0.0
0.2048,0.0075,0.1924,0.002,0.0
0.2406,0.014,0.2206,0.002,0.0
0.2077,0.0087,0.1921,0.002,0.001
0.2099,0.006,0.1989,0.002,0.001
0.212,0.007,0.2,0.002,0.0
0.2175,0.007,0.205,0.003,0.0
0.1991,0.009,0.184,0.002,0.001
0.2156,0.0075,0.2021,0.002,0.0
0.2131,0.007,0.2001,0.002,0.0
0.252,0.011,0.2318,0.0027,0.0005
0.2191,0.0101,0.2011,0.003,0.001
0.21,0.005,0.2011,0.002,0.0
0.2161,0.008,0.2022,0.002,0.001
0.2326,0.0105,0.214,0.002,0.001
0.2116,0.0085,0.1972,0.0019,0.001
0.2303,0.0141,0.2062,0.004,0.0
0.2037,0.006,0.1927,0.002,0.0
0.254,0.014,0.233,0.002,0.001
0.2105,0.0065,0.1985,0.0015,0.001
0.2283,0.01,0.2123,0.001,0.001
0.2542,0.011,0.2342,0.002,0.001
0.2165,0.01,0.1996,0.0029,0.001
0.2201,0.007,0.207,0.003,0.0
0.1891,0.006,0.1781,0.002,0.0
0.2181,0.008,0.2011,0.003,0.001
0.2101,0.005,0.2011,0.002,0.0
0.2336,0.009,0.2186,0.002,0.0
0.2414,0.007,0.2274,0.002,0.001
0.2112,0.007,0.2002,0.002,0.0
0.2116,0.0076,0.198,0.002,0.001
0.2081,0.006,0.1982,0.0019,0.0
0.1825,0.0079,0.1686,0.002,0.001
