total,text,img,nodenum,concat
0.1248,0.005,0.1158,0.002,0.0
0.113,0.0055,0.1035,0.001,0.0
0.1153,0.003,0.1087,0.0017,0.0
0.1995,0.074,0.1205,0.002,0.0
0.1241,0.006,0.1131,0.001,0.001
0.1421,0.007,0.122,0.008,0.001
0.128,0.006,0.117,0.002,0.0
0.0955,0.005,0.0865,0.001,0.001
0.1191,0.01,0.1041,0.002,0.0
0.1151,0.009,0.1,0.002,0.001
0.1055,0.008,0.0945,0.001,0.0
0.1199,0.007,0.1093,0.001,0.0005
0.1045,0.005,0.0955,0.001,0.001
0.1125,0.006,0.1025,0.002,0.0
0.113,0.005,0.103,0.001,0.001
0.1095,0.005,0.1015,0.001,0.0
0.1175,0.007,0.1076,0.001,0.0
0.0725,0.004,0.0655,0.001,0.0
0.0855,0.004,0.0785,0.001,0.0
0.0985,0.004,0.0914,0.001,0.0
0.0885,0.005,0.0795,0.001,0.0
0.0912,0.004,0.0832,0.001,0.001
0.1142,0.006,0.1046,0.0015,0.0
0.1125,0.005,0.1045,0.001,0.0
0.0885,0.015,0.0705,0.001,0.0
0.0955,0.003,0.0895,0.0,0.001
0.0935,0.003,0.0875,0.001,0.0
0.0805,0.005,0.0725,0.001,0.0
0.076,0.003,0.07,0.001,0.0
0.0725,0.004,0.0665,0.001,0.0
0.0745,0.003,0.0685,0.001,0.0
0.0725,0.003,0.0675,0.001,0.0
0.0975,0.004,0.0905,0.001,0.0
0.0915,0.006,0.0825,0.001,0.0
0.0695,0.004,0.0625,0.001,0.0
0.0945,0.004,0.0875,0.0,0.001
0.0815,0.004,0.0745,0.001,0.0
0.0845,0.003,0.0775,0.001,0.001
0.1025,0.004,0.0955,0.001,0.0
0.0725,0.004,0.0665,0.001,0.0
0.0755,0.003,0.0705,0.001,0.0
0.0785,0.005,0.0705,0.001,0.0
0.087,0.004,0.081,0.0,0.001
0.1,0.0071,0.0869,0.001,0.001
0.1045,0.004,0.0975,0.001,0.0
0.095,0.005,0.087,0.001,0.0
0.0835,0.005,0.0755,0.001,0.0
0.0855,0.005,0.0775,0.001,0.0
0.0945,0.007,0.0845,0.001,0.0
0.0695,0.003,0.0635,0.0,0.001
0.0965,0.005,0.0875,0.002,0.0
0.0885,0.005,0.0815,0.001,0.0
0.0975,0.005,0.0885,0.002,0.0
0.1215,0.007,0.1105,0.001,0.0
0.1127,0.004,0.1047,0.001,0.0
0.0945,0.004,0.0865,0.001,0.001
0.0957,0.0061,0.0845,0.001,0.001
0.1035,0.004,0.0965,0.001,0.0
0.1095,0.004,0.1025,0.001,0.0
0.1075,0.005,0.0985,0.001,0.001
0.1105,0.004,0.1035,0.001,0.0
0.1145,0.006,0.1045,0.001,0.001
0.0915,0.006,0.0825,0.001,0.0
0.0945,0.004,0.0875,0.001,0.0
0.1066,0.003,0.1006,0.0,0.001
0.1321,0.005,0.1241,0.001,0.0
0.1055,0.005,0.0965,0.002,0.0
0.1125,0.004,0.1055,0.001,0.0
0.1045,0.005,0.0975,0.001,0.0
0.0815,0.004,0.0745,0.001,0.0
0.1035,0.009,0.0895,0.002,0.0
0.0875,0.004,0.0785,0.001,0.001
0.1175,0.006,0.1065,0.002,0.0
0.1005,0.006,0.0915,0.001,0.0
0.1155,0.006,0.1055,0.002,0.0
0.1055,0.005,0.0965,0.002,0.0
0.081,0.005,0.073,0.001,0.0
0.1085,0.004,0.1015,0.001,0.0
0.0815,0.005,0.0725,0.001,0.001
0.0905,0.005,0.0815,0.001,0.0
0.1115,0.006,0.1015,0.001,0.001
0.0865,0.005,0.0785,0.001,0.0
0.0955,0.005,0.0865,0.002,0.0
0.1005,0.008,0.0885,0.001,0.0
0.117,0.0045,0.1075,0.001,0.001
0.122,0.008,0.1095,0.002,0.0
0.1035,0.004,0.0965,0.001,0.0
0.0865,0.005,0.0785,0.001,0.0
0.1095,0.006,0.0995,0.002,0.0
0.0875,0.005,0.0785,0.0,0.001
0.1155,0.006,0.1055,0.002,0.0
0.1065,0.008,0.0935,0.001,0.001
0.0965,0.007,0.0845,0.002,0.0
0.1104,0.004,0.1035,0.002,0.0
0.1015,0.011,0.0845,0.002,0.0
0.1115,0.006,0.1025,0.001,0.0
0.0815,0.005,0.0735,0.001,0.0
0.1087,0.004,0.1017,0.001,0.0
0.1045,0.006,0.0955,0.001,0.0
0.0905,0.007,0.0785,0.002,0.0
0.085,0.004,0.078,0.001,0.0
0.1155,0.007,0.1045,0.001,0.0
0.1055,0.007,0.0935,0.002,0.0
0.1052,0.0055,0.0967,0.001,0.001
0.1055,0.004,0.0975,0.001,0.001
0.1249,0.005,0.1159,0.002,0.0
0.1065,0.005,0.0975,0.001,0.0
0.1015,0.003,0.0955,0.001,0.0
0.0885,0.005,0.0795,0.001,0.001
0.0906,0.005,0.0816,0.001,0.001
0.1245,0.006,0.1155,0.001,0.0
0.0935,0.0055,0.084,0.001,0.001
0.121,0.0085,0.1075,0.002,0.0
0.0965,0.007,0.0855,0.001,0.001
0.093,0.006,0.084,0.001,0.0
0.0925,0.0055,0.085,0.001,0.0
0.1015,0.005,0.0925,0.001,0.001
0.0925,0.004,0.0845,0.001,0.0
0.1105,0.004,0.1029,0.0016,0.0
0.1055,0.004,0.0995,0.001,0.0
0.1105,0.005,0.1025,0.001,0.0
0.121,0.007,0.1085,0.002,0.0
0.0895,0.003,0.0835,0.001,0.0
0.1215,0.005,0.1115,0.001,0.001
0.1035,0.005,0.0955,0.001,0.0
0.1125,0.007,0.1005,0.001,0.001
0.0965,0.005,0.0875,0.002,0.0
0.1105,0.009,0.0955,0.002,0.001
0.1104,0.006,0.0994,0.001,0.001
0.0845,0.006,0.0745,0.001,0.001
0.084,0.004,0.076,0.001,0.001
0.1035,0.005,0.0935,0.002,0.0
0.1274,0.005,0.1174,0.002,0.0
0.0915,0.007,0.0805,0.001,0.0
0.103,0.0035,0.0965,0.001,0.0
0.0945,0.004,0.0875,0.0,0.001
0.1035,0.005,0.0965,0.001,0.0
0.1045,0.004,0.0965,0.001,0.001
0.0875,0.005,0.0795,0.001,0.0
0.1322,0.007,0.12,0.0022,0.0
0.12,0.0075,0.1095,0.001,0.0
0.092,0.005,0.084,0.001,0.0
0.0985,0.004,0.0915,0.001,0.0
0.1135,0.005,0.1055,0.001,0.0
0.1035,0.006,0.0925,0.001,0.001
0.109,0.0055,0.1005,0.001,0.0
0.0955,0.004,0.088,0.001,0.0
0.1035,0.0045,0.096,0.001,0.0
0.1036,0.0046,0.096,0.001,0.0
0.0977,0.006,0.0867,0.001,0.001
0.1055,0.005,0.0975,0.001,0.0
0.1005,0.014,0.0775,0.003,0.001
0.1175,0.005,0.1085,0.002,0.0
0.1035,0.008,0.0925,0.001,0.0
0.0957,0.005,0.0867,0.002,0.0
0.0995,0.006,0.0885,0.001,0.001
0.0985,0.0085,0.085,0.002,0.0
0.11,0.005,0.1015,0.0015,0.0
0.1066,0.005,0.0976,0.001,0.0
0.1055,0.004,0.0975,0.002,0.0
0.1201,0.007,0.1081,0.002,0.0
0.0915,0.004,0.0835,0.001,0.001
0.1035,0.0045,0.095,0.001,0.001
0.107,0.0025,0.1025,0.001,0.0
0.0695,0.004,0.0635,0.001,0.0
0.1165,0.006,0.1065,0.002,0.0
0.0939,0.003,0.0879,0.001,0.0
0.1015,0.004,0.0945,0.001,0.001
0.0665,0.003,0.0605,0.001,0.0
0.0989,0.005,0.0909,0.001,0.0
0.1005,0.003,0.0945,0.001,0.0
0.0975,0.004,0.0915,0.001,0.0
0.0855,0.005,0.0765,0.001,0.0
0.0886,0.005,0.0796,0.001,0.001
0.0808,0.005,0.0718,0.001,0.0
0.0807,0.003,0.0747,0.001,0.0
0.0846,0.004,0.0776,0.001,0.0
0.0795,0.004,0.0725,0.0,0.001
0.086,0.005,0.077,0.001,0.001
0.0815,0.006,0.0725,0.001,0.0
0.0839,0.003,0.0789,0.001,0.0
0.0935,0.0054,0.0839,0.001,0.001
0.0898,0.003,0.0838,0.001,0.0
0.0969,0.004,0.0889,0.001,0.001
0.0955,0.004,0.0895,0.001,0.0
0.0915,0.003,0.0855,0.001,0.0
0.0849,0.004,0.0779,0.001,0.0
0.0725,0.0039,0.0655,0.001,0.0
0.0757,0.003,0.0694,0.001,0.0
0.0895,0.004,0.0825,0.001,0.0
0.0708,0.004,0.0648,0.001,0.0
0.0968,0.0041,0.0907,0.001,0.0
0.0969,0.004,0.0889,0.001,0.0
0.0938,0.003,0.0878,0.001,0.0
0.0985,0.004,0.0915,0.001,0.0
0.0959,0.004,0.0889,0.001,0.0
0.1091,0.007,0.0971,0.001,0.001
0.1075,0.004,0.0995,0.001,0.001
0.1155,0.006,0.1065,0.001,0.0
0.1089,0.003,0.1029,0.001,0.0
0.0935,0.006,0.0845,0.001,0.0
0.0935,0.006,0.0845,0.001,0.0
0.1005,0.004,0.0935,0.0,0.001
0.1035,0.005,0.0955,0.001,0.0
0.1229,0.003,0.1159,0.002,0.0
0.1055,0.005,0.0965,0.001,0.001
0.12,0.004,0.112,0.001,0.0
0.1275,0.014,0.1035,0.003,0.001
0.0965,0.005,0.0885,0.001,0.0
0.1162,0.006,0.1051,0.002,0.0
0.0895,0.0075,0.079,0.001,0.0
0.0985,0.005,0.09,0.0015,0.0
0.098,0.005,0.09,0.001,0.0
0.098,0.009,0.084,0.002,0.0
0.1025,0.004,0.0954,0.0011,0.0
0.0939,0.0083,0.0806,0.002,0.0
0.1268,0.007,0.1155,0.001,0.0
0.0897,0.0052,0.0825,0.001,0.0
0.1075,0.005,0.0995,0.001,0.0
0.0975,0.005,0.0885,0.001,0.0
0.0955,0.007,0.0835,0.002,0.0
0.1117,0.004,0.1047,0.001,0.0
0.0915,0.005,0.0835,0.001,0.0
0.0875,0.004,0.0805,0.001,0.0
0.1029,0.007,0.0915,0.001,0.001
0.1172,0.0058,0.1084,0.001,0.0
0.0939,0.007,0.0839,0.001,0.0
0.0975,0.005,0.088,0.0015,0.0
0.0995,0.004,0.0925,0.001,0.0
0.1285,0.005,0.1195,0.001,0.0
0.0915,0.005,0.0835,0.001,0.0
0.0795,0.0035,0.074,0.001,0.0
0.1023,0.006,0.0932,0.001,0.0
0.0825,0.003,0.0765,0.001,0.0
0.12,0.004,0.113,0.001,0.0
0.0935,0.004,0.0865,0.0,0.001
0.1151,0.006,0.1061,0.001,0.0
0.1135,0.009,0.0995,0.001,0.001
0.1185,0.005,0.1095,0.002,0.0
0.1088,0.003,0.1028,0.001,0.0
0.0995,0.005,0.0915,0.001,0.0
0.0835,0.004,0.0755,0.001,0.0
0.1052,0.004,0.0992,0.001,0.0
0.1056,0.005,0.0966,0.001,0.0
0.0995,0.003,0.0935,0.001,0.0
0.1049,0.007,0.0927,0.001,0.001
0.0908,0.005,0.0829,0.001,0.0
0.0986,0.005,0.0905,0.001,0.0
0.1005,0.004,0.0925,0.001,0.001
0.1275,0.006,0.1175,0.002,0.0
0.0975,0.009,0.0825,0.002,0.0
0.0906,0.006,0.0805,0.001,0.0
0.0965,0.004,0.0895,0.001,0.0
0.0925,0.004,0.0855,0.001,0.0
0.0937,0.005,0.0855,0.001,0.0
0.1069,0.006,0.0959,0.002,0.0
0.0905,0.003,0.0845,0.001,0.0
0.0946,0.005,0.0866,0.001,0.0
0.1176,0.0078,0.1045,0.002,0.001
0.0975,0.005,0.0895,0.001,0.0
0.0966,0.006,0.0876,0.001,0.0
0.0945,0.007,0.0835,0.002,0.0
0.0935,0.007,0.083,0.0015,0.0
0.1148,0.005,0.1048,0.001,0.001
0.1085,0.004,0.1025,0.001,0.0
0.0865,0.006,0.0765,0.001,0.0
0.1165,0.013,0.0955,0.002,0.001
0.0955,0.007,0.0845,0.001,0.0
0.1115,0.004,0.1035,0.002,0.0
0.1035,0.005,0.0955,0.001,0.0
0.1035,0.007,0.0935,0.001,0.0
0.105,0.008,0.094,0.001,0.0
0.1005,0.004,0.0925,0.001,0.0
0.0925,0.004,0.086,0.001,0.0
0.081,0.005,0.072,0.002,0.0
0.1155,0.004,0.1075,0.002,0.0
0.1055,0.005,0.0965,0.001,0.0
0.1015,0.005,0.0935,0.001,0.0
0.0903,0.005,0.0803,0.002,0.0
0.1122,0.004,0.1036,0.0011,0.0005
0.0915,0.006,0.0825,0.001,0.0
0.0865,0.005,0.0765,0.002,0.0
0.0855,0.005,0.0765,0.001,0.0
0.1035,0.004,0.0965,0.001,0.0
0.1165,0.007,0.1035,0.002,0.001
0.0875,0.008,0.0745,0.002,0.0
0.102,0.0065,0.0905,0.001,0.001
0.1015,0.004,0.0935,0.001,0.0
0.0915,0.006,0.0825,0.001,0.0
0.1035,0.008,0.0905,0.002,0.0
0.1162,0.005,0.1076,0.001,0.0
0.1125,0.006,0.1035,0.001,0.0
0.0918,0.0062,0.0825,0.001,0.0
0.0965,0.005,0.0885,0.001,0.0
0.1098,0.006,0.0998,0.001,0.0
0.1155,0.004,0.1085,0.001,0.0
0.1112,0.003,0.1062,0.001,0.0
0.1178,0.006,0.1078,0.001,0.001
0.0835,0.0041,0.0764,0.001,0.0
0.0971,0.007,0.085,0.001,0.001
0.1146,0.005,0.1046,0.002,0.0
0.1026,0.006,0.0936,0.001,0.0
0.1016,0.006,0.0906,0.001,0.001
0.0895,0.007,0.0785,0.001,0.001
0.1005,0.006,0.0915,0.001,0.0
0.085,0.006,0.076,0.001,0.0
0.096,0.004,0.089,0.001,0.0
0.1025,0.006,0.0925,0.001,0.001
0.092,0.007,0.08,0.002,0.0
0.0995,0.004,0.0925,0.001,0.0
0.0905,0.0055,0.08,0.001,0.001
0.111,0.0065,0.1005,0.002,0.0
0.057,0.004,0.051,0.001,0.0
0.0985,0.006,0.0905,0.001,0.0
0.0871,0.005,0.079,0.001,0.0
0.0826,0.004,0.0766,0.001,0.0
0.0927,0.005,0.0847,0.001,0.0
0.0801,0.003,0.0751,0.001,0.0
0.0796,0.005,0.0726,0.001,0.0
0.0806,0.004,0.074,0.0,0.001
0.0966,0.003,0.0906,0.001,0.0
0.072,0.003,0.067,0.001,0.0
0.1007,0.003,0.0947,0.001,0.0
0.1015,0.004,0.0955,0.001,0.0
0.0819,0.007,0.0709,0.001,0.0
0.081,0.003,0.075,0.001,0.0
0.0805,0.004,0.0745,0.001,0.0
0.0815,0.006,0.0715,0.001,0.001
0.0915,0.004,0.0845,0.001,0.0
0.1027,0.005,0.0947,0.001,0.0
0.0835,0.003,0.0775,0.001,0.0
0.0905,0.004,0.0835,0.001,0.0
0.0915,0.0045,0.084,0.001,0.0
0.0837,0.005,0.0757,0.001,0.0
0.0957,0.004,0.0887,0.001,0.001
0.091,0.005,0.082,0.002,0.0
0.0825,0.005,0.0745,0.001,0.0
0.0935,0.003,0.0875,0.001,0.0
0.0975,0.004,0.0905,0.001,0.0
0.0985,0.004,0.0915,0.001,0.0
0.0735,0.004,0.0665,0.001,0.0
0.0855,0.005,0.0775,0.001,0.0
0.0984,0.008,0.085,0.002,0.0
0.1084,0.005,0.0994,0.001,0.0
0.1035,0.004,0.0955,0.001,0.0
0.095,0.006,0.086,0.001,0.0
0.1156,0.006,0.1057,0.0019,0.0
0.0894,0.0054,0.081,0.001,0.0
0.1115,0.005,0.1035,0.001,0.0
0.112,0.0055,0.1045,0.001,0.0
0.1115,0.005,0.1035,0.001,0.0
0.1039,0.006,0.0949,0.001,0.0
0.118,0.006,0.1085,0.001,0.0
0.1086,0.0065,0.099,0.001,0.0
0.1,0.009,0.086,0.001,0.0015
0.1209,0.006,0.1099,0.001,0.001
0.121,0.008,0.108,0.002,0.0
0.0985,0.004,0.0915,0.001,0.001
0.1095,0.007,0.0995,0.001,0.0
0.0945,0.004,0.0875,0.001,0.0
0.1145,0.004,0.1065,0.001,0.0
0.1017,0.0062,0.0925,0.001,0.0
0.1055,0.005,0.0955,0.001,0.001
0.0977,0.006,0.0886,0.001,0.0
0.0985,0.003,0.0925,0.001,0.0
0.0878,0.0065,0.0763,0.001,0.001
0.0945,0.005,0.0855,0.001,0.001
0.1124,0.008,0.1005,0.002,0.0
0.0945,0.005,0.0865,0.001,0.0
0.1218,0.006,0.1115,0.001,0.0
0.1084,0.0084,0.0955,0.001,0.0
0.1085,0.005,0.1005,0.001,0.0
0.1115,0.006,0.1025,0.001,0.0
0.1015,0.004,0.0925,0.001,0.001
0.0925,0.005,0.0845,0.001,0.0
0.0925,0.009,0.0785,0.002,0.0
0.1055,0.005,0.0965,0.001,0.0
0.1045,0.005,0.0965,0.001,0.0
0.1104,0.0037,0.1036,0.001,0.0
0.1117,0.0081,0.0985,0.001,0.001
0.082,0.006,0.0715,0.0015,0.0
0.1041,0.004,0.0975,0.001,0.0
0.0925,0.005,0.085,0.001,0.0
0.1055,0.004,0.0985,0.001,0.0
0.0815,0.005,0.0735,0.001,0.0
0.0845,0.006,0.0755,0.001,0.0
0.1222,0.006,0.1122,0.001,0.001
0.1055,0.004,0.0995,0.001,0.0
0.1019,0.004,0.0949,0.001,0.0
0.1065,0.004,0.0985,0.001,0.001
0.1206,0.006,0.1106,0.001,0.0
0.118,0.005,0.1079,0.0011,0.001
0.1045,0.004,0.0975,0.001,0.0
0.0895,0.003,0.0835,0.001,0.0
0.1125,0.007,0.1015,0.002,0.0
0.0905,0.008,0.0785,0.001,0.0
0.1125,0.003,0.1035,0.002,0.001
0.1102,0.0065,0.1005,0.001,0.0
0.1035,0.008,0.0905,0.002,0.0
0.0959,0.0064,0.0861,0.001,0.0
0.0855,0.004,0.0785,0.001,0.0
0.0885,0.0055,0.079,0.002,0.0
0.1047,0.003,0.0986,0.001,0.0
0.1045,0.006,0.0955,0.001,0.001
0.1251,0.0185,0.095,0.0045,0.001
0.0945,0.006,0.0845,0.001,0.0
0.1158,0.006,0.1058,0.001,0.0
0.1036,0.008,0.0906,0.001,0.001
0.0969,0.005,0.0889,0.001,0.0
0.1068,0.004,0.0988,0.001,0.001
0.0905,0.005,0.0815,0.001,0.001
0.1075,0.006,0.0975,0.001,0.0
0.0889,0.006,0.0779,0.001,0.001
0.1013,0.005,0.093,0.001,0.0
0.104,0.006,0.095,0.001,0.0
0.1155,0.007,0.1055,0.001,0.0
0.1034,0.004,0.0954,0.001,0.001
0.0795,0.007,0.0685,0.002,0.0
0.0985,0.005,0.089,0.0015,0.0
0.1207,0.006,0.1105,0.001,0.0
0.112,0.007,0.0998,0.001,0.001
0.1105,0.007,0.1005,0.001,0.0
0.0835,0.005,0.0755,0.001,0.0
0.0935,0.004,0.0865,0.001,0.0
0.1065,0.004,0.0995,0.001,0.0
0.0905,0.004,0.0835,0.001,0.001
0.1125,0.005,0.1055,0.001,0.0
0.1115,0.004,0.1045,0.001,0.0
0.0837,0.0071,0.0735,0.001,0.0
0.1325,0.008,0.1195,0.002,0.0
0.1136,0.0065,0.102,0.0021,0.0
0.0977,0.004,0.0897,0.001,0.0
0.09,0.007,0.08,0.001,0.0
0.1171,0.0075,0.1056,0.001,0.0
0.1075,0.006,0.0975,0.001,0.001
0.099,0.003,0.093,0.001,0.0
0.0857,0.005,0.0777,0.001,0.0
0.0954,0.005,0.0855,0.001,0.001
0.1015,0.005,0.0935,0.001,0.0
0.1189,0.006,0.1079,0.002,0.0
0.0885,0.0055,0.08,0.001,0.0
0.1165,0.007,0.1043,0.0022,0.0
0.0895,0.003,0.0835,0.001,0.001
0.0964,0.006,0.0854,0.002,0.0
0.0945,0.004,0.0875,0.001,0.0
0.1047,0.0042,0.0985,0.0,0.001
0.0872,0.0052,0.079,0.001,0.0
0.0995,0.007,0.0875,0.001,0.001
0.0985,0.004,0.0905,0.001,0.0
0.1235,0.004,0.1165,0.002,0.0
0.076,0.004,0.069,0.001,0.0
0.0938,0.007,0.0818,0.001,0.001
0.1091,0.004,0.1016,0.0016,0.0
0.0875,0.004,0.0815,0.001,0.0
0.0974,0.005,0.0904,0.001,0.0
0.0805,0.005,0.0725,0.001,0.0
0.073,0.005,0.065,0.001,0.0
0.1015,0.004,0.0945,0.001,0.0
0.0946,0.005,0.0865,0.001,0.0
0.0929,0.004,0.0858,0.001,0.0
0.0843,0.004,0.0773,0.001,0.0
0.0997,0.004,0.0927,0.002,0.0
0.1035,0.004,0.0945,0.0015,0.001
0.093,0.003,0.087,0.001,0.0
0.1025,0.004,0.0955,0.001,0.0
0.0815,0.004,0.0745,0.0,0.001
0.1013,0.0054,0.0939,0.001,0.0
0.084,0.008,0.073,0.001,0.0
0.0886,0.004,0.0816,0.001,0.0
0.1045,0.012,0.0845,0.002,0.001
0.0745,0.005,0.0675,0.001,0.0
0.0965,0.005,0.0885,0.0,0.001
0.1009,0.005,0.0929,0.001,0.0
0.0819,0.005,0.0728,0.001,0.001
0.1024,0.0042,0.0941,0.001,0.001
0.089,0.005,0.083,0.0,0.0
0.0945,0.005,0.0855,0.002,0.0
0.0756,0.003,0.0696,0.001,0.0
0.0815,0.003,0.0755,0.001,0.0
0.1155,0.006,0.1055,0.002,0.0
0.1075,0.005,0.0985,0.001,0.001
0.0928,0.005,0.0845,0.001,0.0
0.0869,0.008,0.0735,0.002,0.0
0.0775,0.003,0.0715,0.001,0.0
0.0725,0.003,0.0675,0.001,0.0
0.0864,0.003,0.0804,0.001,0.0
0.1028,0.0055,0.0938,0.0015,0.0
0.0916,0.009,0.0766,0.002,0.0
0.1171,0.008,0.1041,0.001,0.001
0.1204,0.0045,0.1119,0.001,0.0
0.109,0.007,0.098,0.002,0.0
0.0996,0.0065,0.089,0.001,0.0
0.0865,0.006,0.0765,0.001,0.001
0.1065,0.005,0.0965,0.002,0.0
0.1096,0.005,0.1015,0.001,0.0
0.0932,0.007,0.0822,0.001,0.0
0.1161,0.0092,0.1009,0.003,0.0
0.0915,0.005,0.0825,0.001,0.001
0.0959,0.007,0.0849,0.002,0.0
0.091,0.005,0.0814,0.001,0.001
0.0985,0.005,0.0895,0.001,0.001
0.1015,0.006,0.0915,0.001,0.0
0.1058,0.0062,0.0957,0.001,0.0
0.0965,0.004,0.0905,0.001,0.0
0.1085,0.005,0.1005,0.001,0.0
0.1125,0.0061,0.1014,0.002,0.0
0.0865,0.004,0.0795,0.001,0.0
0.1137,0.007,0.1032,0.0015,0.0
0.1065,0.004,0.0995,0.001,0.001
0.1006,0.006,0.0896,0.002,0.0
0.0905,0.007,0.0805,0.001,0.0
0.0885,0.004,0.0805,0.001,0.001
0.1103,0.005,0.1003,0.002,0.0
0.1004,0.0069,0.0895,0.001,0.0
0.1025,0.006,0.0935,0.001,0.0
0.1018,0.005,0.0928,0.001,0.0
0.1124,0.004,0.1054,0.001,0.0
0.1166,0.006,0.1076,0.001,0.0
