total,text,img,nodenum,concat
0.0925,0.004,0.0865,0.001,0.0
0.0907,0.004,0.0847,0.001,0.0
0.0945,0.005,0.0845,0.002,0.0
0.0925,0.004,0.0845,0.001,0.001
0.08,0.004,0.073,0.002,0.0
0.0945,0.003,0.0885,0.001,0.0
0.0905,0.003,0.0845,0.001,0.0
0.0835,0.004,0.076,0.0,0.0015
0.1001,0.0079,0.0872,0.001,0.001
0.0895,0.0039,0.0835,0.0,0.001
0.0955,0.003,0.0895,0.001,0.0
0.0918,0.002,0.0868,0.001,0.0
0.0845,0.004,0.0785,0.001,0.0
0.1015,0.004,0.0945,0.001,0.0
0.0885,0.002,0.0835,0.001,0.0
0.0976,0.006,0.0885,0.001,0.0
0.0935,0.004,0.0865,0.001,0.0
0.097,0.004,0.09,0.001,0.0
0.0945,0.003,0.0885,0.001,0.0
0.0925,0.004,0.0855,0.001,0.0
0.0951,0.0047,0.0878,0.001,0.0
0.1005,0.004,0.0935,0.001,0.001
0.0805,0.003,0.0735,0.001,0.001
0.0885,0.0055,0.08,0.001,0.001
0.0793,0.0033,0.074,0.001,0.0
0.1007,0.003,0.0948,0.001,0.0
0.0965,0.004,0.0885,0.002,0.0
0.09,0.002,0.086,0.001,0.0
0.0896,0.005,0.0825,0.0011,0.0
0.0825,0.004,0.0755,0.001,0.0
0.0995,0.004,0.0925,0.001,0.0
0.086,0.0061,0.0749,0.002,0.0
0.1034,0.005,0.095,0.001,0.001
0.0925,0.005,0.0855,0.001,0.0
0.0925,0.004,0.0845,0.001,0.001
0.092,0.003,0.087,0.001,0.0
0.1286,0.006,0.1186,0.002,0.0
0.0945,0.004,0.0875,0.001,0.0
0.0975,0.0065,0.088,0.001,0.0
0.1188,0.005,0.1108,0.001,0.0
0.083,0.005,0.076,0.001,0.0
0.1046,0.0065,0.095,0.001,0.0
0.1171,0.0045,0.1096,0.001,0.0
0.1245,0.004,0.1175,0.001,0.0
0.1085,0.006,0.0995,0.001,0.0
0.1245,0.007,0.1125,0.001,0.001
0.0965,0.005,0.0885,0.001,0.0
0.1055,0.005,0.0965,0.002,0.0
0.1075,0.006,0.0975,0.001,0.001
0.1164,0.0049,0.1085,0.001,0.0
0.116,0.0059,0.1045,0.001,0.001
0.1181,0.005,0.1101,0.001,0.0
0.1214,0.0071,0.1093,0.001,0.001
0.1252,0.01,0.1102,0.002,0.0
0.1145,0.005,0.1055,0.001,0.001
0.1146,0.006,0.1036,0.001,0.001
0.1155,0.004,0.1085,0.001,0.0
0.1205,0.005,0.1125,0.001,0.0
0.1025,0.005,0.0935,0.001,0.001
0.0865,0.005,0.0785,0.001,0.0
0.1185,0.005,0.1095,0.001,0.001
0.0915,0.005,0.0835,0.001,0.0
0.1126,0.0031,0.1065,0.001,0.0
0.1258,0.004,0.1178,0.001,0.001
0.1095,0.006,0.0995,0.001,0.001
0.1156,0.006,0.1066,0.001,0.0
0.1099,0.0059,0.1009,0.001,0.0
0.1165,0.004,0.1095,0.001,0.0
0.1083,0.004,0.1023,0.001,0.0
0.1083,0.006,0.0983,0.002,0.0
0.1228,0.0072,0.1106,0.002,0.0
0.1178,0.005,0.1078,0.002,0.0
0.1137,0.0052,0.1055,0.001,0.0
0.098,0.006,0.088,0.001,0.0
0.1145,0.008,0.1005,0.002,0.001
0.1115,0.003,0.1045,0.002,0.0
0.0855,0.004,0.0784,0.001,0.0
0.097,0.004,0.09,0.001,0.0
0.0805,0.004,0.0745,0.001,0.0
0.073,0.006,0.066,0.0,0.0
0.0898,0.005,0.0818,0.001,0.0
0.079,0.007,0.069,0.001,0.0
0.0925,0.003,0.0865,0.0,0.001
0.0865,0.006,0.0775,0.001,0.0
0.1039,0.007,0.0919,0.002,0.0
0.0969,0.005,0.089,0.001,0.0
0.0975,0.004,0.0905,0.001,0.0
0.0857,0.004,0.0797,0.001,0.0
0.0829,0.0053,0.0756,0.001,0.0
0.0931,0.007,0.0831,0.001,0.0
0.0815,0.004,0.0745,0.001,0.0
0.0772,0.002,0.0722,0.001,0.0
0.0786,0.002,0.0736,0.001,0.0
0.0775,0.0035,0.072,0.001,0.0
0.0935,0.004,0.0865,0.001,0.0
0.0935,0.005,0.0845,0.001,0.0
0.087,0.003,0.082,0.0,0.001
0.0865,0.004,0.0795,0.001,0.0
0.1046,0.0073,0.0923,0.002,0.0
0.101,0.007,0.09,0.002,0.0
0.1165,0.005,0.1065,0.001,0.001
0.1175,0.005,0.1085,0.001,0.001
0.1247,0.006,0.1137,0.002,0.0
0.1085,0.006,0.0985,0.001,0.0
0.0956,0.003,0.0886,0.001,0.001
0.108,0.0065,0.097,0.0025,0.0
0.1161,0.0045,0.1096,0.001,0.0
0.1065,0.003,0.1005,0.001,0.0
0.103,0.005,0.0946,0.001,0.0
0.1057,0.007,0.0957,0.001,0.0
0.0946,0.005,0.0866,0.001,0.0
0.0995,0.006,0.0905,0.001,0.0
0.1165,0.007,0.1065,0.001,0.0
0.0995,0.006,0.0915,0.001,0.0
0.1101,0.006,0.1011,0.001,0.0
0.1205,0.007,0.1095,0.001,0.0
0.1018,0.006,0.0918,0.002,0.0
0.1065,0.005,0.0985,0.001,0.0
0.1141,0.0066,0.1025,0.001,0.001
0.0955,0.006,0.0845,0.002,0.0
0.1106,0.005,0.1025,0.001,0.0
0.1075,0.006,0.0975,0.001,0.0
0.0945,0.004,0.0875,0.001,0.0
0.1007,0.004,0.0937,0.001,0.0
0.0935,0.006,0.0845,0.001,0.0
0.1122,0.004,0.1042,0.001,0.001
0.0915,0.006,0.0815,0.002,0.0
0.0895,0.006,0.0785,0.001,0.0
0.1114,0.006,0.1024,0.001,0.0
0.1133,0.005,0.1043,0.001,0.001
0.097,0.004,0.0887,0.001,0.001
0.0945,0.004,0.0885,0.001,0.0
0.1141,0.006,0.1051,0.001,0.0
0.1217,0.005,0.1137,0.001,0.0
0.1035,0.004,0.0955,0.001,0.001
0.0875,0.005,0.0795,0.001,0.0
0.0955,0.007,0.0845,0.002,0.0
0.1085,0.005,0.1005,0.001,0.0
0.0895,0.005,0.0815,0.001,0.0
0.0895,0.005,0.0805,0.001,0.001
0.1396,0.008,0.1276,0.001,0.001
0.1025,0.007,0.0915,0.002,0.0
0.1171,0.0051,0.108,0.001,0.001
0.0956,0.0045,0.0871,0.001,0.001
0.1041,0.005,0.0961,0.001,0.001
0.0988,0.005,0.0898,0.001,0.0
0.1026,0.0057,0.094,0.001,0.0
0.1185,0.007,0.1075,0.001,0.0
0.0925,0.005,0.0845,0.001,0.0
0.1095,0.005,0.1015,0.001,0.0
0.1118,0.006,0.1028,0.001,0.0
0.0926,0.005,0.0845,0.001,0.0
0.1176,0.008,0.1046,0.002,0.0
0.1058,0.009,0.0928,0.001,0.001
0.0895,0.006,0.08,0.001,0.0
0.1109,0.006,0.1009,0.002,0.0
0.0976,0.0051,0.0895,0.001,0.0
0.0995,0.004,0.0925,0.001,0.0
0.0994,0.004,0.0925,0.001,0.0
0.0915,0.006,0.0825,0.001,0.0
0.1017,0.006,0.0917,0.001,0.0
0.1192,0.0083,0.1068,0.001,0.0
0.1024,0.005,0.0944,0.001,0.0
0.0912,0.004,0.0838,0.001,0.0
0.0955,0.006,0.0865,0.001,0.0
0.1098,0.0043,0.1021,0.001,0.0
0.1185,0.007,0.1075,0.001,0.001
0.1012,0.005,0.0932,0.001,0.0
0.0896,0.005,0.0816,0.001,0.0
0.0895,0.006,0.0805,0.001,0.0
0.0965,0.005,0.0885,0.001,0.0
0.1008,0.0055,0.091,0.0013,0.0
0.0895,0.004,0.0815,0.001,0.001
0.1156,0.006,0.1066,0.001,0.0
0.1115,0.005,0.1035,0.001,0.0
0.091,0.004,0.084,0.001,0.0
0.1042,0.0051,0.094,0.002,0.0
0.0975,0.004,0.0895,0.001,0.0
0.0875,0.005,0.0785,0.002,0.0
0.1005,0.007,0.0895,0.002,0.0
0.0905,0.004,0.0835,0.001,0.0
0.1145,0.006,0.1045,0.001,0.001
0.0985,0.004,0.0915,0.001,0.0
0.1166,0.0058,0.1072,0.001,0.0
0.1036,0.004,0.0956,0.001,0.001
0.1138,0.006,0.1025,0.001,0.001
0.1002,0.006,0.0902,0.001,0.001
0.0975,0.006,0.0875,0.001,0.0
0.0981,0.0061,0.0885,0.001,0.0
0.1055,0.004,0.0995,0.001,0.0
0.0971,0.0077,0.0864,0.002,0.0
0.0987,0.007,0.0885,0.001,0.0
0.1075,0.004,0.0995,0.001,0.001
0.0865,0.004,0.0805,0.001,0.0
0.1177,0.005,0.1075,0.002,0.0
0.1035,0.004,0.0955,0.001,0.001
0.1019,0.008,0.0889,0.001,0.001
0.1164,0.005,0.1068,0.0015,0.0
0.0855,0.006,0.076,0.001,0.0
0.0979,0.009,0.0829,0.002,0.0
0.1022,0.007,0.091,0.002,0.0
0.1179,0.006,0.1079,0.001,0.0
0.104,0.005,0.095,0.001,0.0
0.0995,0.006,0.0895,0.001,0.001
0.0996,0.0074,0.0879,0.002,0.0
0.0893,0.005,0.0802,0.001,0.001
0.1105,0.005,0.1025,0.001,0.0
0.127,0.0065,0.1165,0.002,0.0
0.1105,0.005,0.1025,0.001,0.0
0.0955,0.006,0.086,0.0015,0.0
0.1051,0.0057,0.0964,0.001,0.0
0.1085,0.006,0.0995,0.001,0.0
0.1055,0.003,0.0995,0.001,0.0
0.0965,0.005,0.0885,0.001,0.0
0.0855,0.003,0.0795,0.001,0.0
0.1106,0.006,0.0996,0.001,0.001
0.1245,0.006,0.1145,0.001,0.0
0.1089,0.006,0.0999,0.001,0.0
0.1105,0.005,0.1025,0.001,0.0
0.1089,0.006,0.0989,0.002,0.0
0.0935,0.006,0.0845,0.001,0.0
0.0885,0.005,0.0805,0.001,0.0
0.0895,0.0065,0.078,0.002,0.0
0.0775,0.004,0.0705,0.001,0.0
0.0931,0.005,0.0851,0.001,0.0
0.0967,0.005,0.0887,0.001,0.0
0.1025,0.007,0.0905,0.002,0.0
0.1003,0.004,0.0926,0.0011,0.0006
0.0995,0.005,0.0915,0.001,0.0
0.103,0.004,0.096,0.001,0.0
0.0855,0.003,0.078,0.0025,0.0
0.0847,0.0055,0.0762,0.001,0.0
0.1064,0.004,0.0984,0.002,0.0
0.076,0.006,0.066,0.001,0.001
0.0765,0.004,0.0695,0.001,0.0
0.1043,0.004,0.0964,0.001,0.0
0.1057,0.005,0.0975,0.001,0.0
0.1045,0.004,0.0965,0.001,0.001
0.1368,0.006,0.1198,0.005,0.0
0.1125,0.006,0.1015,0.003,0.0
0.1065,0.004,0.0995,0.001,0.0
0.0935,0.006,0.0845,0.001,0.0
0.1105,0.006,0.0995,0.001,0.001
0.1118,0.0082,0.0985,0.002,0.0
0.1095,0.004,0.1025,0.001,0.0
0.0995,0.004,0.0905,0.001,0.001
0.1005,0.006,0.0905,0.001,0.001
0.1175,0.006,0.1065,0.002,0.0
0.1356,0.008,0.1226,0.001,0.0
0.1636,0.0098,0.1487,0.002,0.0
0.1315,0.007,0.1195,0.001,0.001
0.1241,0.007,0.1116,0.001,0.001
0.1168,0.011,0.0998,0.001,0.001
0.099,0.006,0.09,0.001,0.0
0.1075,0.008,0.0945,0.002,0.0
0.1101,0.004,0.1031,0.001,0.0
0.0975,0.0055,0.088,0.001,0.001
0.1233,0.01,0.1071,0.002,0.0
0.0909,0.003,0.0839,0.001,0.001
0.1105,0.004,0.1045,0.001,0.0
0.1065,0.005,0.0985,0.001,0.0
0.1115,0.005,0.1035,0.001,0.0
0.1175,0.009,0.1035,0.002,0.0
0.1015,0.005,0.0925,0.002,0.0
0.0874,0.007,0.0775,0.001,0.0
0.1125,0.007,0.1015,0.002,0.0
0.1025,0.005,0.0945,0.001,0.0
0.1091,0.006,0.1001,0.001,0.0
0.1147,0.0031,0.1086,0.001,0.0
0.0975,0.005,0.0885,0.001,0.001
0.1165,0.006,0.1065,0.002,0.0
0.1068,0.008,0.0938,0.002,0.0
0.1056,0.005,0.0966,0.002,0.0
0.0925,0.006,0.0835,0.001,0.0
0.0865,0.005,0.0785,0.001,0.0
0.1098,0.004,0.1017,0.002,0.0
0.1116,0.004,0.1046,0.001,0.0
0.1086,0.004,0.1026,0.001,0.0
0.0972,0.0052,0.0883,0.001,0.0
0.1075,0.0052,0.0983,0.001,0.0
0.0996,0.007,0.0886,0.001,0.001
0.1145,0.009,0.0995,0.002,0.0
0.1231,0.006,0.1131,0.002,0.0
0.114,0.005,0.1065,0.001,0.0
0.1027,0.004,0.0957,0.001,0.0
0.1135,0.005,0.1046,0.001,0.0
0.1209,0.0064,0.1105,0.002,0.0
0.1125,0.006,0.1015,0.002,0.0
0.1121,0.0061,0.1025,0.001,0.0
0.1005,0.004,0.0935,0.001,0.0
0.0957,0.0058,0.0859,0.001,0.0
0.0885,0.006,0.0785,0.001,0.001
0.089,0.005,0.08,0.001,0.0
0.1145,0.004,0.1065,0.001,0.0
0.1157,0.006,0.1057,0.001,0.0
0.1115,0.006,0.1005,0.002,0.0
0.1015,0.005,0.0935,0.001,0.0
0.1225,0.01,0.1075,0.001,0.001
0.1174,0.0084,0.104,0.002,0.0
0.1075,0.004,0.1005,0.001,0.0
0.1085,0.007,0.0985,0.001,0.0
0.1042,0.004,0.0968,0.001,0.0
0.1095,0.005,0.1015,0.001,0.0
0.1095,0.004,0.1025,0.001,0.0
0.1015,0.007,0.0895,0.001,0.001
0.1085,0.005,0.0995,0.001,0.001
0.1065,0.008,0.0945,0.001,0.0
0.0895,0.008,0.0775,0.001,0.001
0.1115,0.007,0.1005,0.001,0.0
0.1125,0.0058,0.102,0.002,0.0
0.0855,0.004,0.0786,0.001,0.0
0.1025,0.004,0.0955,0.001,0.0
0.1015,0.003,0.0955,0.001,0.0
0.0985,0.003,0.0915,0.001,0.001
0.0945,0.005,0.0865,0.001,0.0
0.0945,0.006,0.0855,0.001,0.0
0.0845,0.007,0.0735,0.001,0.001
0.0957,0.0072,0.0845,0.001,0.0
0.0855,0.004,0.0785,0.001,0.0
0.0885,0.004,0.0825,0.001,0.0
0.1045,0.0044,0.096,0.001,0.0
0.1035,0.007,0.0915,0.002,0.0
0.1055,0.005,0.0965,0.002,0.0
0.1166,0.005,0.1075,0.001,0.0
0.0896,0.005,0.0815,0.001,0.0
0.1088,0.005,0.1008,0.001,0.0
0.0995,0.004,0.0925,0.001,0.0
0.0919,0.007,0.0809,0.001,0.001
0.1065,0.007,0.0955,0.002,0.0
0.1065,0.005,0.0975,0.002,0.0
0.108,0.0062,0.0977,0.001,0.0
0.1223,0.006,0.1122,0.001,0.0
0.1025,0.004,0.0955,0.001,0.0
0.1065,0.004,0.0985,0.001,0.0
0.1045,0.006,0.0955,0.001,0.0
0.1005,0.004,0.0925,0.002,0.0
0.0995,0.005,0.0905,0.002,0.0
0.0975,0.006,0.0885,0.001,0.0
0.1005,0.005,0.0925,0.001,0.0
0.0945,0.009,0.0795,0.001,0.001
0.0885,0.007,0.0785,0.001,0.0
0.1065,0.004,0.0985,0.001,0.001
0.1029,0.005,0.0949,0.001,0.0
0.1195,0.004,0.1125,0.001,0.0
0.1185,0.007,0.1076,0.001,0.0
0.0985,0.004,0.0905,0.001,0.001
0.1055,0.006,0.0945,0.002,0.0
0.0945,0.006,0.0855,0.001,0.0
0.1134,0.0105,0.0979,0.002,0.0
0.0955,0.003,0.0885,0.002,0.0
0.0975,0.005,0.0895,0.001,0.0
0.1185,0.006,0.1085,0.002,0.0
0.1125,0.005,0.1038,0.0017,0.0
0.097,0.006,0.088,0.001,0.0
0.102,0.005,0.094,0.001,0.0
0.0845,0.005,0.0766,0.002,0.0
0.1035,0.006,0.0925,0.001,0.0
0.0916,0.004,0.0836,0.001,0.0
0.1052,0.005,0.0972,0.001,0.0
0.1151,0.007,0.1035,0.0025,0.0
0.0905,0.005,0.0825,0.001,0.0
0.0888,0.0062,0.0785,0.002,0.0
0.109,0.0055,0.1005,0.001,0.0
0.1251,0.005,0.1163,0.001,0.0
0.082,0.004,0.076,0.001,0.0
0.0826,0.003,0.0765,0.001,0.0
0.0965,0.005,0.0885,0.001,0.0
0.0715,0.004,0.0645,0.001,0.0
0.0959,0.005,0.0879,0.001,0.0
0.1036,0.007,0.0875,0.001,0.001
0.1068,0.004,0.1008,0.001,0.0
0.0905,0.004,0.0845,0.0,0.001
0.0767,0.003,0.0717,0.001,0.0
0.081,0.005,0.0739,0.001,0.0
0.0925,0.004,0.0845,0.002,0.0
0.0888,0.003,0.0838,0.001,0.0
0.0948,0.004,0.0878,0.001,0.0
0.0787,0.0029,0.0728,0.001,0.0
0.1008,0.005,0.0928,0.0,0.001
0.09,0.004,0.084,0.001,0.0
0.0886,0.004,0.0806,0.002,0.0
0.0886,0.004,0.0826,0.001,0.0
0.0955,0.005,0.0875,0.001,0.0
0.0967,0.004,0.0897,0.001,0.0
0.0855,0.004,0.078,0.001,0.0
0.1041,0.004,0.097,0.001,0.0
0.0947,0.004,0.0877,0.001,0.0
0.0984,0.0051,0.0905,0.001,0.0
0.0905,0.004,0.0824,0.001,0.001
0.11,0.0065,0.0994,0.0011,0.001
0.1036,0.004,0.0956,0.001,0.001
0.1046,0.006,0.0956,0.001,0.0
0.0814,0.005,0.0724,0.001,0.001
0.0887,0.007,0.0776,0.001,0.001
0.1295,0.008,0.1155,0.002,0.001
0.1185,0.006,0.1085,0.001,0.0
0.1032,0.007,0.0922,0.001,0.0
0.1125,0.005,0.1045,0.001,0.0
0.1175,0.004,0.1095,0.001,0.001
0.0856,0.005,0.0776,0.001,0.0
0.1167,0.005,0.1097,0.001,0.0
0.1037,0.004,0.0967,0.001,0.0
0.1176,0.007,0.1065,0.0021,0.0
0.1195,0.004,0.1135,0.001,0.0
0.0935,0.0045,0.086,0.001,0.0
0.0895,0.0051,0.0815,0.001,0.0
0.0915,0.004,0.0835,0.001,0.001
0.0985,0.005,0.0895,0.002,0.0
0.1145,0.005,0.1066,0.0009,0.0
0.1019,0.0061,0.0929,0.001,0.0
0.0906,0.005,0.0826,0.0,0.001
0.1095,0.007,0.0996,0.001,0.0
0.0864,0.006,0.0775,0.001,0.0
0.0945,0.009,0.0805,0.001,0.0
0.1105,0.007,0.1005,0.001,0.0
0.1154,0.005,0.1074,0.001,0.0
0.107,0.004,0.099,0.002,0.0
0.0899,0.005,0.0809,0.001,0.0
0.1052,0.006,0.0952,0.001,0.0
0.0905,0.006,0.0805,0.001,0.0
0.1092,0.008,0.0971,0.001,0.0
0.1096,0.005,0.1006,0.001,0.001
0.1075,0.008,0.0965,0.001,0.0
0.0945,0.006,0.0855,0.001,0.0
0.1076,0.0051,0.0986,0.001,0.001
0.0997,0.0041,0.0936,0.001,0.0
0.0921,0.006,0.0829,0.001,0.0
0.0975,0.006,0.0885,0.001,0.0
0.1014,0.007,0.0894,0.001,0.001
0.1046,0.006,0.0936,0.002,0.0
0.0845,0.004,0.0775,0.001,0.0
0.1065,0.011,0.0905,0.002,0.0
0.1016,0.004,0.0936,0.001,0.0
0.0936,0.006,0.0835,0.001,0.0
0.0965,0.005,0.0875,0.001,0.0
0.0998,0.003,0.0938,0.001,0.0
0.1076,0.005,0.0995,0.0011,0.0
0.1096,0.004,0.1026,0.001,0.0
0.0945,0.006,0.0855,0.001,0.0
0.1131,0.0046,0.1055,0.001,0.0
0.1266,0.0051,0.1176,0.001,0.0
0.0995,0.006,0.0905,0.001,0.0
0.1037,0.004,0.0965,0.001,0.0
0.1112,0.0063,0.1005,0.0012,0.0
0.1005,0.008,0.0875,0.002,0.0
0.0905,0.009,0.0775,0.001,0.0
0.0995,0.008,0.0885,0.001,0.0
0.1046,0.006,0.0946,0.001,0.0
0.118,0.004,0.111,0.001,0.0
0.1085,0.004,0.1025,0.001,0.0
0.0985,0.004,0.0915,0.001,0.0
0.0966,0.004,0.0886,0.002,0.0
0.1159,0.007,0.1059,0.001,0.0
0.0914,0.004,0.0845,0.001,0.0
0.0968,0.0042,0.0894,0.001,0.0
0.0891,0.0051,0.0811,0.001,0.0
0.1138,0.009,0.0968,0.003,0.001
0.1131,0.0062,0.1029,0.001,0.0
0.0905,0.008,0.0775,0.002,0.0
0.1018,0.004,0.0948,0.001,0.0
0.1096,0.005,0.0996,0.001,0.0
0.1235,0.008,0.1105,0.001,0.001
0.103,0.005,0.095,0.001,0.0
0.0877,0.005,0.0797,0.002,0.0
0.1035,0.005,0.0955,0.001,0.0
0.0901,0.006,0.0795,0.001,0.0
0.1115,0.004,0.1045,0.001,0.0
0.1108,0.0045,0.1022,0.001,0.001
0.1065,0.008,0.0945,0.001,0.0
0.1077,0.004,0.1007,0.001,0.0
0.11,0.0071,0.0985,0.001,0.001
0.1045,0.008,0.0915,0.001,0.001
0.1134,0.005,0.1043,0.001,0.0
0.1019,0.01,0.0879,0.001,0.0
0.1056,0.008,0.0936,0.002,0.0
0.1114,0.005,0.1014,0.002,0.0
0.0926,0.007,0.0816,0.002,0.0
0.0945,0.005,0.0865,0.001,0.0
0.088,0.006,0.078,0.001,0.001
0.0991,0.004,0.0911,0.001,0.001
0.0969,0.005,0.0889,0.001,0.0
0.1024,0.005,0.0945,0.001,0.0
0.1005,0.006,0.0915,0.001,0.0
0.1077,0.0054,0.0983,0.001,0.0
0.1095,0.006,0.1005,0.001,0.0
0.0976,0.004,0.0906,0.001,0.0
0.1046,0.005,0.0976,0.001,0.0
0.1056,0.0069,0.0956,0.001,0.0
0.1007,0.006,0.0907,0.001,0.001
0.1136,0.005,0.1046,0.001,0.001
0.0966,0.004,0.0886,0.001,0.001
0.0995,0.005,0.0915,0.001,0.0
0.1055,0.006,0.0965,0.001,0.0
0.1005,0.006,0.0925,0.001,0.0
0.1121,0.005,0.1041,0.001,0.0
0.1168,0.008,0.1048,0.001,0.0
0.1055,0.006,0.0965,0.001,0.0
0.1056,0.005,0.0976,0.001,0.0
0.1069,0.003,0.0999,0.002,0.0
0.0895,0.007,0.0785,0.001,0.0
0.1042,0.006,0.0942,0.002,0.0
0.1016,0.005,0.0936,0.001,0.0
0.087,0.005,0.081,0.0,0.0
0.104,0.004,0.097,0.001,0.0
0.1243,0.0065,0.1148,0.001,0.0
0.1006,0.003,0.0947,0.001,0.0
0.0966,0.003,0.0916,0.0,0.001
0.0955,0.006,0.0855,0.001,0.001
0.1194,0.004,0.1121,0.0013,0.0
0.0958,0.006,0.0868,0.001,0.0
0.0968,0.006,0.0879,0.0009,0.0
0.0825,0.004,0.076,0.001,0.0
0.0795,0.006,0.0705,0.001,0.0
0.1005,0.005,0.0925,0.001,0.0
0.0837,0.004,0.0757,0.001,0.001
0.0865,0.007,0.0765,0.001,0.0
0.0904,0.0035,0.083,0.001,0.001
0.0735,0.004,0.0655,0.001,0.001
0.0855,0.006,0.0766,0.001,0.0
0.1055,0.0045,0.098,0.001,0.001
0.0815,0.004,0.0745,0.001,0.0
0.0885,0.004,0.0825,0.001,0.0
0.1035,0.005,0.0955,0.001,0.0
0.1115,0.007,0.1015,0.001,0.0
0.0957,0.0061,0.0865,0.001,0.0
0.0915,0.004,0.0855,0.001,0.0
0.0855,0.004,0.0785,0.001,0.0
0.1015,0.005,0.0925,0.001,0.001
0.1045,0.005,0.0955,0.002,0.0
0.0895,0.008,0.0765,0.002,0.001
0.0935,0.003,0.0875,0.001,0.0
0.0955,0.004,0.0885,0.001,0.0
0.094,0.006,0.084,0.001,0.001
0.087,0.006,0.078,0.001,0.0
0.0952,0.0053,0.0869,0.001,0.001
0.1145,0.005,0.1065,0.001,0.0
0.1025,0.004,0.0945,0.001,0.001
0.0959,0.0054,0.0865,0.001,0.001
0.1135,0.006,0.1025,0.001,0.001
0.1035,0.0045,0.096,0.001,0.0
0.1185,0.006,0.1105,0.001,0.0
0.1275,0.008,0.1145,0.002,0.0
0.1045,0.006,0.0955,0.001,0.0
0.0932,0.0069,0.0812,0.002,0.0
0.0955,0.005,0.0855,0.001,0.0
0.1105,0.007,0.0995,0.002,0.0
0.106,0.0045,0.0985,0.001,0.0
0.11,0.0055,0.1005,0.001,0.0
0.1065,0.005,0.0985,0.001,0.0
0.107,0.0055,0.0985,0.001,0.0
0.112,0.0045,0.1045,0.001,0.0
0.0935,0.0055,0.085,0.001,0.0
0.1035,0.004,0.0975,0.001,0.0
0.1087,0.005,0.1001,0.001,0.0005
0.1193,0.005,0.1103,0.001,0.001
0.1075,0.005,0.0995,0.001,0.0
0.1045,0.006,0.0955,0.001,0.0
0.1207,0.0051,0.1115,0.002,0.0
0.1245,0.007,0.1125,0.002,0.001
0.113,0.004,0.105,0.001,0.001
0.0915,0.008,0.08,0.001,0.0
0.0905,0.004,0.0835,0.001,0.0
0.1019,0.004,0.0949,0.001,0.0
0.0875,0.004,0.0785,0.002,0.0
0.1086,0.0042,0.1013,0.001,0.0
0.1115,0.008,0.0985,0.002,0.0
0.0875,0.006,0.0785,0.001,0.0
0.1105,0.006,0.1015,0.001,0.0
0.0985,0.006,0.0885,0.001,0.0
0.0935,0.004,0.0855,0.001,0.0
0.0965,0.004,0.0895,0.001,0.0
