duration_seconds,epoch
0.3534,0
0.2189,0
0.2214,0
0.2388,0
0.2401,0
0.2176,0
0.2278,0
0.2198,0
0.2273,0
0.2171,0
0.2831,0
0.2187,0
0.2127,0
0.2084,0
0.2363,0
0.2222,0
0.2255,0
0.2014,0
0.2082,0
0.2331,0
0.1897,0
0.2124,0
0.2147,0
0.2086,0
0.2039,0
0.2129,0
0.1921,0
0.23,0
0.2197,0
0.1947,0
0.1995,0
0.216,0
0.222,0
0.2288,0
0.1989,0
0.1921,0
0.1998,0
0.2011,0
0.1975,0
0.2006,0
0.2094,0
0.228,0
0.2504,0
0.3036,0
0.2999,0
0.3418,0
0.3004,0
0.273,0
0.2379,0
0.2701,0
0.2836,0
0.3269,0
0.2632,0
0.3298,0
0.3828,0
0.3108,0
0.2679,0
0.2347,0
0.255,0
0.2526,0
0.2597,0
0.2966,0
0.2938,0
0.2917,0
0.2595,0
0.2316,0
0.2367,0
0.2606,0
0.2518,0
0.2857,0
0.2489,0
0.2741,0
0.2595,0
0.2582,0
0.2342,0
0.2085,0
0.2204,0
0.2525,0
0.2267,0
0.1851,0
0.2396,0
0.2169,0
0.2608,0
0.2615,0
0.2301,0
0.2462,0
0.2726,0
0.2527,0
0.3069,0
0.2543,0
0.2232,0
0.2225,0
0.2395,0
0.229,0
0.2356,0
0.2201,0
0.2552,0
0.2954,0
0.358,0
0.3876,0
0.4717,0
0.2969,0
0.299,0
0.3416,0
0.3566,0
0.3596,0
0.332,0
0.2956,0
0.3126,0
0.3468,0
0.3272,0
0.2822,0
0.3069,0
0.2462,0
0.307,0
0.2668,0
0.3486,0
0.282,0
0.2799,0
0.2711,0
0.2682,0
0.2285,0
0.2661,0
0.2278,0
0.2303,0
0.2417,0
0.2269,0
0.2518,0
0.2551,0
0.266,0
0.2365,0
0.2273,0
0.2412,0
0.2512,0
0.3599,0
0.2297,0
0.2191,0
0.2294,0
0.267,0
0.2599,0
0.2264,0
0.2877,0
0.2287,0
0.1811,0
0.2531,1
0.2362,1
0.2193,1
0.2084,1
0.222,1
0.2333,1
0.2237,1
0.2241,1
0.209,1
0.2588,1
0.2324,1
0.2382,1
0.226,1
0.2389,1
0.2287,1
0.2217,1
0.2266,1
0.2162,1
0.2213,1
0.2209,1
0.2272,1
0.2233,1
0.2191,1
0.2234,1
0.2251,1
0.2275,1
0.2251,1
0.2148,1
0.2298,1
0.305,1
0.2346,1
0.229,1
0.3169,1
0.224,1
0.2343,1
0.2067,1
0.2309,1
0.2269,1
0.2248,1
0.2526,1
0.231,1
0.218,1
0.2233,1
0.2687,1
0.2144,1
0.2328,1
0.263,1
0.2271,1
0.2253,1
0.2634,1
0.2753,1
0.2196,1
0.2232,1
0.2222,1
0.2764,1
0.2307,1
0.2245,1
0.2334,1
0.2453,1
0.2272,1
0.2282,1
0.2251,1
0.2231,1
0.2244,1
0.2221,1
0.2301,1
0.2246,1
0.2359,1
0.2141,1
0.2299,1
0.2255,1
0.2274,1
0.223,1
0.2266,1
0.2342,1
0.2213,1
0.2689,1
0.23,1
0.2269,1
0.2249,1
0.2181,1
0.2366,1
0.2353,1
0.264,1
0.2231,1
0.2365,1
0.2908,1
0.2206,1
0.2169,1
0.2262,1
0.2255,1
0.2151,1
0.2171,1
0.2272,1
0.2213,1
0.2468,1
0.2593,1
0.2191,1
0.2162,1
0.2478,1
0.2324,1
0.2239,1
0.2141,1
0.2287,1
0.2044,1
0.2807,1
0.195,1
0.2332,1
0.2365,1
0.2311,1
0.2261,1
