total,text,img,nodenum,concat
0.1079,0.005,0.0998,0.001,0.001
0.1072,0.005,0.0992,0.001,0.0
0.1107,0.0061,0.1006,0.001,0.0
0.1027,0.0032,0.0957,0.001,0.0
0.112,0.006,0.101,0.001,0.001
0.1163,0.0077,0.1035,0.002,0.0
0.1139,0.007,0.1019,0.002,0.0
0.1154,0.006,0.1051,0.0011,0.0
0.1632,0.008,0.1482,0.002,0.001
0.1105,0.0045,0.1029,0.001,0.0
0.1118,0.0069,0.0998,0.002,0.0
0.1,0.0084,0.0856,0.0016,0.0005
0.1133,0.004,0.1053,0.001,0.0
0.1138,0.0061,0.1028,0.0009,0.0
0.1129,0.0061,0.1028,0.001,0.0
0.1078,0.005,0.0998,0.001,0.0
0.1148,0.0071,0.1018,0.001,0.001
0.1078,0.004,0.1008,0.001,0.0
0.1105,0.007,0.0985,0.001,0.001
0.1491,0.007,0.1381,0.001,0.001
0.0932,0.006,0.0816,0.001,0.0005
0.1172,0.006,0.0976,0.002,0.0
0.1344,0.0119,0.1164,0.002,0.0
0.1123,0.006,0.1011,0.001,0.0005
0.111,0.005,0.1012,0.0009,0.0
0.1094,0.006,0.0995,0.001,0.0
0.1603,0.011,0.1423,0.001,0.001
0.1086,0.005,0.0986,0.001,0.001
0.1117,0.006,0.1017,0.002,0.0
0.1067,0.0045,0.0987,0.001,0.0
0.1071,0.004,0.1,0.0011,0.0
0.1118,0.006,0.1018,0.001,0.001
0.1121,0.007,0.0991,0.002,0.001
0.1176,0.007,0.1066,0.001,0.0
0.1295,0.006,0.1185,0.002,0.0
0.1156,0.007,0.1031,0.001,0.001
0.1126,0.0081,0.0995,0.001,0.001
0.1129,0.0071,0.1008,0.002,0.0
0.1075,0.0054,0.0985,0.001,0.001
0.1066,0.007,0.0945,0.001,0.0
0.1095,0.005,0.1015,0.001,0.0
0.1155,0.006,0.1045,0.001,0.0
0.1118,0.006,0.1018,0.001,0.001
0.1164,0.0085,0.1039,0.001,0.0
0.1035,0.005,0.0946,0.001,0.001
0.1135,0.007,0.1016,0.001,0.001
0.1055,0.005,0.0975,0.001,0.0
0.1125,0.0106,0.095,0.001,0.001
0.1055,0.006,0.0935,0.001,0.0
0.1157,0.011,0.0992,0.0021,0.0
0.1141,0.007,0.1028,0.001,0.0
0.1086,0.005,0.0996,0.001,0.001
0.1212,0.01,0.1057,0.002,0.0
0.1165,0.007,0.1035,0.001,0.001
0.1126,0.007,0.102,0.001,0.0
0.1046,0.003,0.0987,0.0009,0.0
0.1066,0.0052,0.098,0.001,0.0
0.1149,0.009,0.0988,0.002,0.0011
0.1206,0.005,0.1116,0.001,0.0
0.1462,0.012,0.1301,0.001,0.0
0.1087,0.005,0.1007,0.001,0.0
0.121,0.0079,0.1089,0.001,0.001
0.111,0.006,0.0995,0.001,0.0
0.1101,0.0054,0.1027,0.0,0.0
0.1121,0.005,0.1041,0.001,0.0
0.1025,0.005,0.0935,0.001,0.001
0.109,0.0102,0.0947,0.002,0.0
0.1016,0.0066,0.091,0.001,0.001
0.1067,0.004,0.0987,0.002,0.0
0.1141,0.006,0.1051,0.001,0.0
0.1085,0.006,0.0985,0.002,0.0
0.1101,0.008,0.0961,0.002,0.0
0.1145,0.004,0.1055,0.002,0.001
0.1111,0.0055,0.1016,0.001,0.0
0.1054,0.0062,0.0961,0.001,0.001
0.122,0.0051,0.113,0.002,0.0
0.1169,0.0076,0.1032,0.001,0.0009
0.1118,0.006,0.1028,0.001,0.0
0.1065,0.0041,0.0989,0.0019,0.0
0.1068,0.006,0.0963,0.001,0.001
0.0976,0.0072,0.0854,0.001,0.001
0.128,0.019,0.097,0.005,0.001
0.1039,0.0078,0.0907,0.002,0.0
0.1163,0.0068,0.1049,0.002,0.0
0.1157,0.009,0.1017,0.002,0.0
0.1142,0.008,0.1008,0.002,0.0
0.1095,0.0071,0.0978,0.0021,0.0
0.1117,0.006,0.1018,0.0009,0.001
0.1087,0.004,0.1007,0.002,0.0
0.1131,0.006,0.1025,0.001,0.001
0.1467,0.006,0.1367,0.001,0.0
0.1093,0.005,0.1013,0.001,0.0
0.1033,0.0047,0.0945,0.001,0.001
0.117,0.0091,0.1019,0.001,0.0
0.1072,0.0045,0.0992,0.0015,0.0
0.1049,0.0065,0.0944,0.001,0.001
0.1185,0.01,0.1015,0.002,0.0
0.1085,0.004,0.1004,0.001,0.0
0.1075,0.006,0.0975,0.001,0.0
0.1195,0.007,0.1055,0.001,0.001
0.1074,0.0069,0.0947,0.0023,0.0
0.1031,0.007,0.0931,0.001,0.0
0.1018,0.0074,0.089,0.001,0.001
0.1091,0.0045,0.1005,0.001,0.0
0.1072,0.0061,0.0975,0.0015,0.0
0.1397,0.0087,0.1022,0.001,0.001
0.0951,0.003,0.0891,0.001,0.0
0.1138,0.0052,0.1045,0.002,0.0
0.1099,0.005,0.1015,0.001,0.0
0.1205,0.0056,0.11,0.002,0.0
0.1131,0.005,0.1041,0.001,0.001
0.0996,0.005,0.091,0.001,0.0
0.1366,0.01,0.1206,0.002,0.0
0.1183,0.007,0.1073,0.002,0.0
0.1205,0.007,0.1075,0.002,0.0
0.1145,0.007,0.1015,0.001,0.001
0.1443,0.0096,0.1287,0.001,0.0
0.1383,0.005,0.1293,0.002,0.0
0.1276,0.011,0.1096,0.002,0.001
0.0891,0.005,0.0821,0.001,0.0
0.1682,0.006,0.1267,0.001,0.0
0.1115,0.005,0.1035,0.001,0.0
0.11,0.004,0.101,0.001,0.0
0.0975,0.006,0.0855,0.002,0.001
0.1035,0.005,0.0945,0.001,0.001
0.1329,0.0114,0.1155,0.001,0.0
0.1107,0.007,0.0997,0.001,0.001
0.1305,0.0061,0.1205,0.002,0.0
0.1116,0.006,0.0996,0.001,0.001
0.1101,0.006,0.099,0.002,0.0
0.1144,0.008,0.0984,0.002,0.0
0.1135,0.008,0.0985,0.002,0.0
0.1452,0.006,0.1327,0.0025,0.001
0.1163,0.0081,0.1031,0.002,0.0
0.1068,0.007,0.0958,0.001,0.0
0.1095,0.009,0.0935,0.002,0.0
0.1297,0.0081,0.1147,0.002,0.001
0.1446,0.005,0.1366,0.001,0.0
0.1075,0.008,0.0955,0.001,0.0
0.1433,0.007,0.1313,0.001,0.001
0.1097,0.004,0.1027,0.001,0.0
0.1105,0.0062,0.1014,0.0009,0.0
0.1136,0.007,0.1026,0.001,0.0
0.1102,0.0065,0.0998,0.0019,0.0
0.1238,0.007,0.1118,0.001,0.0
0.1087,0.007,0.0976,0.0011,0.001
0.1089,0.005,0.1005,0.001,0.0
0.1086,0.006,0.0976,0.002,0.0
0.117,0.0054,0.1076,0.001,0.0
0.1097,0.004,0.1018,0.001,0.0
0.1075,0.005,0.0985,0.0011,0.001
0.1043,0.007,0.0943,0.001,0.0
0.1129,0.0061,0.1028,0.0009,0.001
0.1315,0.013,0.1115,0.001,0.0
0.1196,0.0081,0.1035,0.002,0.0
0.1098,0.005,0.0987,0.001,0.001
0.1215,0.006,0.0985,0.001,0.001
0.1076,0.004,0.0996,0.001,0.001
0.1065,0.0041,0.0994,0.001,0.0
0.1115,0.005,0.1015,0.001,0.0
0.1159,0.006,0.1043,0.0016,0.0
0.1625,0.014,0.1405,0.002,0.0
0.113,0.0065,0.1025,0.001,0.0
0.1089,0.005,0.0998,0.002,0.0
0.1089,0.0057,0.0972,0.002,0.0
0.1163,0.0065,0.1048,0.002,0.0
0.1197,0.009,0.1026,0.0021,0.001
0.1127,0.0061,0.1017,0.0009,0.0
0.1075,0.008,0.0935,0.002,0.0
0.1221,0.011,0.1065,0.001,0.001
0.1391,0.013,0.118,0.002,0.0
0.1113,0.006,0.1013,0.001,0.0
0.1019,0.005,0.0939,0.001,0.0
0.1425,0.006,0.1325,0.001,0.0
0.1135,0.005,0.1045,0.001,0.0
0.1105,0.006,0.1005,0.001,0.001
0.1417,0.006,0.1296,0.0011,0.001
0.1106,0.004,0.1036,0.001,0.0
0.1137,0.008,0.1007,0.001,0.001
0.1107,0.006,0.1017,0.001,0.0
0.1071,0.006,0.0981,0.001,0.0
0.1026,0.0063,0.0917,0.002,0.0
0.1096,0.006,0.1006,0.001,0.0
0.109,0.0041,0.102,0.001,0.0
0.1106,0.004,0.1016,0.001,0.0
0.1146,0.007,0.1026,0.002,0.0
0.115,0.0065,0.1015,0.002,0.0
0.1153,0.0099,0.1003,0.002,0.0
0.105,0.004,0.098,0.001,0.0
0.107,0.006,0.097,0.001,0.0011
0.1107,0.0058,0.1008,0.002,0.0
0.0955,0.0039,0.0884,0.001,0.0
0.1104,0.006,0.1003,0.001,0.001
0.1025,0.0065,0.093,0.001,0.0
0.0886,0.003,0.0826,0.001,0.0
0.1115,0.007,0.1015,0.001,0.0
0.1086,0.007,0.0966,0.001,0.001
0.1106,0.005,0.1016,0.002,0.0
0.1752,0.0066,0.1645,0.002,0.0
0.1052,0.004,0.0962,0.001,0.001
0.1076,0.006,0.0976,0.001,0.0
0.1115,0.0051,0.1034,0.001,0.0
0.1238,0.008,0.1108,0.001,0.0
0.126,0.008,0.114,0.001,0.0
0.1085,0.005,0.1005,0.001,0.0
0.1432,0.006,0.1342,0.001,0.0
0.1309,0.011,0.1139,0.002,0.0
0.1105,0.005,0.1015,0.001,0.0
0.1121,0.005,0.1031,0.002,0.0
0.1095,0.005,0.1015,0.001,0.0
0.1085,0.003,0.1025,0.001,0.0
0.1107,0.007,0.0987,0.002,0.0
0.1341,0.007,0.122,0.001,0.0
0.1191,0.005,0.1101,0.001,0.0
0.0975,0.005,0.0895,0.001,0.0
0.079,0.004,0.073,0.001,0.0
0.1075,0.004,0.1005,0.001,0.0
0.0899,0.004,0.0833,0.0006,0.001
0.1019,0.005,0.0939,0.001,0.0
0.0745,0.005,0.0675,0.001,0.0
0.1098,0.0053,0.0985,0.003,0.0
0.075,0.004,0.066,0.001,0.0
0.0815,0.004,0.0745,0.001,0.0
0.094,0.005,0.086,0.001,0.0
0.0945,0.003,0.0875,0.001,0.001
0.0807,0.004,0.0737,0.001,0.0
0.0935,0.004,0.0875,0.001,0.0
0.0896,0.003,0.0846,0.001,0.0
0.0795,0.004,0.0725,0.001,0.0
0.1044,0.0047,0.0967,0.001,0.0
0.0835,0.004,0.077,0.001,0.0
0.0829,0.003,0.0769,0.001,0.0
0.1282,0.0242,0.0908,0.004,0.001
0.1095,0.005,0.1015,0.001,0.0
0.0925,0.006,0.0825,0.002,0.0
0.0905,0.004,0.0835,0.001,0.0
0.114,0.004,0.106,0.001,0.0
0.1085,0.004,0.1005,0.001,0.001
0.0945,0.003,0.0885,0.001,0.0
0.1046,0.006,0.0936,0.002,0.0
0.118,0.0078,0.1061,0.001,0.0
0.0985,0.005,0.0895,0.002,0.0
0.1035,0.003,0.0965,0.001,0.001
0.0865,0.004,0.0795,0.001,0.0
0.0905,0.0035,0.084,0.001,0.0
0.0885,0.006,0.0796,0.001,0.0
0.1065,0.006,0.0955,0.001,0.001
0.0938,0.005,0.0858,0.001,0.0
0.0915,0.004,0.0845,0.001,0.0
0.1045,0.005,0.0965,0.001,0.0
0.0912,0.004,0.0832,0.001,0.001
0.1105,0.004,0.1035,0.001,0.0
0.095,0.005,0.087,0.002,0.0
0.0895,0.007,0.0795,0.001,0.0
0.1035,0.006,0.0925,0.002,0.0
0.1125,0.005,0.1035,0.001,0.0
0.0975,0.006,0.0885,0.001,0.0
0.1097,0.007,0.0987,0.001,0.001
0.0996,0.006,0.0905,0.001,0.0
0.1025,0.006,0.0924,0.002,0.0
0.1105,0.007,0.1005,0.001,0.0
0.0985,0.003,0.0905,0.002,0.0
0.1095,0.005,0.1005,0.001,0.001
0.0589,0.004,0.0529,0.001,0.0
0.1112,0.006,0.1012,0.001,0.0
0.1003,0.005,0.0923,0.001,0.0
0.1035,0.007,0.0935,0.001,0.0
0.0845,0.005,0.0775,0.001,0.0
0.0945,0.006,0.0845,0.002,0.0
0.0886,0.007,0.0766,0.002,0.0
0.0924,0.004,0.0864,0.001,0.0
0.0886,0.0051,0.08,0.001,0.0
0.0916,0.0032,0.0863,0.0,0.001
0.0966,0.0051,0.0885,0.001,0.0
0.0934,0.005,0.0848,0.0016,0.0
0.1025,0.004,0.0965,0.001,0.0
0.0745,0.003,0.0685,0.001,0.0
0.0755,0.003,0.0705,0.0,0.001
0.0945,0.004,0.0875,0.001,0.0
0.0879,0.003,0.0817,0.001,0.0
0.0935,0.003,0.0875,0.001,0.0
0.0925,0.005,0.0845,0.001,0.0
0.0765,0.005,0.0675,0.001,0.001
0.0855,0.004,0.0785,0.001,0.0
0.0984,0.0055,0.0899,0.001,0.001
0.0967,0.0062,0.0885,0.001,0.0
0.1016,0.006,0.0915,0.002,0.0
0.0945,0.005,0.0845,0.001,0.001
0.0885,0.004,0.0815,0.001,0.0
0.0975,0.005,0.0875,0.001,0.001
0.0885,0.004,0.0815,0.001,0.0
0.0765,0.0032,0.0713,0.001,0.0
0.0925,0.006,0.0825,0.001,0.001
0.1085,0.004,0.1015,0.001,0.0
0.1045,0.007,0.0945,0.001,0.0
0.1045,0.008,0.0925,0.001,0.001
0.102,0.008,0.089,0.001,0.001
0.0868,0.006,0.0775,0.001,0.0
0.1135,0.0048,0.1056,0.001,0.0
0.108,0.005,0.0995,0.001,0.0
0.1045,0.012,0.0885,0.001,0.0
0.0895,0.003,0.0845,0.0,0.001
0.1145,0.008,0.1015,0.002,0.0
0.0927,0.005,0.0847,0.001,0.0
0.1325,0.006,0.1225,0.001,0.0
0.1148,0.006,0.1048,0.001,0.0
0.0925,0.008,0.0795,0.002,0.0
0.1085,0.005,0.0995,0.001,0.001
0.1093,0.0064,0.0988,0.0,0.0015
0.0945,0.004,0.0875,0.001,0.001
0.0915,0.006,0.0815,0.001,0.001
0.0957,0.006,0.0855,0.002,0.0
0.1015,0.007,0.0895,0.001,0.001
0.1103,0.004,0.1033,0.001,0.0
0.0905,0.004,0.0825,0.001,0.001
0.0985,0.005,0.091,0.001,0.0
0.131,0.0055,0.1215,0.001,0.0
0.118,0.0045,0.1105,0.001,0.001
0.117,0.009,0.103,0.002,0.0
0.0978,0.005,0.0888,0.001,0.0
0.0995,0.009,0.0855,0.002,0.0
0.0926,0.006,0.0805,0.002,0.001
0.0926,0.005,0.0835,0.001,0.0
0.1133,0.0043,0.106,0.001,0.0
0.125,0.01,0.11,0.002,0.0
0.1166,0.005,0.1076,0.001,0.0
0.109,0.0035,0.1035,0.001,0.0
0.1145,0.006,0.1045,0.001,0.001
0.1105,0.006,0.1015,0.001,0.0
0.1141,0.005,0.1055,0.001,0.0
0.1106,0.005,0.1016,0.002,0.0
0.0865,0.0045,0.079,0.001,0.0
0.0895,0.006,0.0805,0.001,0.0
0.1093,0.0072,0.0978,0.001,0.001
0.0945,0.006,0.0845,0.001,0.001
0.1225,0.006,0.1125,0.001,0.0
0.1105,0.005,0.1005,0.002,0.0
0.0915,0.006,0.0815,0.001,0.0
0.0915,0.008,0.0785,0.001,0.001
0.0885,0.004,0.0815,0.001,0.0
0.0943,0.004,0.0873,0.001,0.0
0.0895,0.005,0.0805,0.001,0.0
0.0986,0.006,0.0896,0.001,0.0
0.1071,0.008,0.0941,0.001,0.001
0.0969,0.004,0.0889,0.001,0.0
0.1248,0.008,0.1118,0.002,0.0
0.1018,0.009,0.0867,0.0021,0.0
0.1146,0.005,0.1055,0.001,0.0
0.1076,0.005,0.0976,0.002,0.0
0.0928,0.004,0.0868,0.001,0.0
0.1173,0.0054,0.1089,0.001,0.0
0.0955,0.0061,0.0854,0.002,0.0
0.0965,0.006,0.0864,0.001,0.0
0.0981,0.007,0.0868,0.001,0.001
0.1095,0.005,0.1015,0.001,0.0
0.0936,0.005,0.0836,0.002,0.0
0.1157,0.005,0.1066,0.001,0.0
0.0953,0.004,0.0883,0.001,0.0
0.1126,0.004,0.1066,0.001,0.0
0.1015,0.005,0.0935,0.001,0.0
0.1006,0.006,0.0896,0.001,0.001
0.1203,0.0187,0.0894,0.004,0.001
0.0845,0.006,0.0755,0.001,0.0
0.1135,0.011,0.0965,0.002,0.0
0.1075,0.005,0.0995,0.001,0.0
0.0887,0.004,0.0817,0.001,0.0
0.0896,0.004,0.0826,0.001,0.001
0.111,0.005,0.1005,0.001,0.001
0.0935,0.005,0.0855,0.001,0.0
0.106,0.004,0.0995,0.001,0.0
0.106,0.0055,0.097,0.0015,0.0
0.099,0.0055,0.0895,0.002,0.0
0.0915,0.007,0.0815,0.001,0.0
0.118,0.007,0.107,0.002,0.0
0.1039,0.006,0.0939,0.001,0.0
0.092,0.005,0.084,0.001,0.0
0.119,0.009,0.105,0.002,0.0
0.1009,0.005,0.0919,0.001,0.001
0.0885,0.004,0.0815,0.001,0.001
0.1065,0.006,0.0975,0.001,0.0
0.0895,0.004,0.0825,0.001,0.0
0.1055,0.006,0.0965,0.001,0.0
0.1218,0.0063,0.1112,0.0015,0.0
0.0949,0.0053,0.0865,0.002,0.0
0.1042,0.005,0.0962,0.001,0.0
0.0835,0.005,0.0745,0.001,0.0
0.0945,0.003,0.0885,0.001,0.0
0.1048,0.0087,0.0908,0.001,0.0
0.1056,0.005,0.0966,0.001,0.0
0.1056,0.005,0.0966,0.002,0.0
0.0915,0.006,0.0825,0.001,0.0
0.0966,0.004,0.0896,0.001,0.001
0.0904,0.005,0.0814,0.001,0.0
0.0941,0.0047,0.0858,0.001,0.0
0.1143,0.008,0.1013,0.002,0.0
0.0895,0.0045,0.082,0.001,0.0
0.1115,0.005,0.1025,0.001,0.001
0.0985,0.005,0.0895,0.002,0.0
0.0875,0.0085,0.074,0.002,0.0
0.0885,0.003,0.0825,0.001,0.0
0.0975,0.004,0.0905,0.001,0.0
0.0725,0.003,0.0665,0.001,0.0
0.087,0.006,0.076,0.001,0.001
0.0775,0.004,0.0705,0.001,0.001
0.116,0.005,0.106,0.002,0.0
0.0835,0.004,0.0755,0.001,0.001
0.0805,0.005,0.0725,0.002,0.0
0.0676,0.004,0.0606,0.001,0.0
0.1476,0.0051,0.115,0.002,0.0
0.1049,0.005,0.0969,0.001,0.0
0.1093,0.004,0.1013,0.001,0.001
0.0945,0.006,0.0845,0.001,0.001
0.107,0.0033,0.1013,0.0,0.0
0.0795,0.004,0.0725,0.001,0.0
0.0689,0.003,0.0639,0.001,0.0
0.1041,0.0062,0.0939,0.001,0.001
0.079,0.003,0.073,0.001,0.0
0.0957,0.005,0.0867,0.001,0.001
0.0972,0.003,0.0912,0.001,0.0
0.0935,0.003,0.0865,0.001,0.001
0.0735,0.0045,0.067,0.001,0.0
0.0905,0.003,0.0845,0.001,0.0
0.097,0.0044,0.0906,0.001,0.0
0.0895,0.003,0.0835,0.001,0.0
0.0847,0.0051,0.0755,0.002,0.0
0.0895,0.003,0.0835,0.0,0.001
0.0945,0.005,0.0865,0.002,0.0
0.0915,0.006,0.0825,0.001,0.0
0.0815,0.006,0.0725,0.001,0.0
0.0755,0.004,0.0675,0.002,0.0
0.0955,0.0033,0.0892,0.001,0.0
0.0865,0.006,0.0775,0.001,0.0
0.0905,0.003,0.0835,0.002,0.0
0.0935,0.004,0.0865,0.001,0.0
0.08,0.005,0.073,0.001,0.0
0.1035,0.005,0.0945,0.002,0.0
0.097,0.004,0.0895,0.001,0.0
0.0855,0.005,0.0775,0.001,0.0
0.1045,0.004,0.0975,0.0,0.001
0.0957,0.005,0.0867,0.002,0.0
0.0846,0.004,0.0766,0.001,0.001
0.1066,0.008,0.0943,0.002,0.0
0.1106,0.005,0.1026,0.001,0.0
0.0885,0.004,0.0815,0.001,0.0
0.09,0.006,0.0795,0.001,0.0
0.0985,0.004,0.0905,0.001,0.001
0.0947,0.005,0.0857,0.001,0.0
0.1005,0.002,0.0955,0.001,0.0
0.1217,0.0095,0.1072,0.002,0.0
0.0996,0.005,0.0916,0.001,0.0
0.0935,0.005,0.0855,0.001,0.0
0.113,0.0035,0.1065,0.001,0.0
0.0974,0.007,0.0873,0.001,0.0
0.1125,0.004,0.1045,0.002,0.0
0.1086,0.005,0.0996,0.002,0.0
0.0925,0.005,0.0835,0.001,0.0
0.086,0.004,0.079,0.001,0.0
0.1005,0.0055,0.093,0.001,0.0
0.101,0.0095,0.0864,0.001,0.001
0.1,0.004,0.093,0.001,0.0
0.1035,0.005,0.0965,0.001,0.0
0.0985,0.006,0.0885,0.002,0.0
0.0995,0.005,0.0905,0.002,0.0
