duration_seconds,epoch
0.2528,0
0.0672,0
0.0737,0
0.0574,0
0.0653,0
0.0915,0
0.0917,0
0.091,0
0.0767,0
0.0592,0
0.0826,0
0.0608,0
0.0473,0
0.07,0
0.096,0
0.0753,0
0.1062,0
0.0862,0
0.0713,0
0.0645,0
0.0595,0
0.0731,0
0.0837,0
0.0733,0
0.0661,0
0.0789,0
0.0781,0
0.0653,0
0.071,0
0.0634,0
0.0724,0
0.0676,0
0.0633,0
0.0679,0
0.0596,0
0.0777,0
0.0741,0
0.0738,0
0.06,0
0.0627,0
0.0635,0
0.0627,0
0.0753,0
0.0634,0
0.0712,0
0.0649,0
0.0625,0
0.066,0
0.0676,0
0.0631,0
0.066,0
0.084,0
0.0691,0
0.0661,0
0.0811,0
0.0636,0
0.0592,0
0.0691,0
0.077,0
0.0756,0
0.0681,0
0.0639,0
0.0564,0
0.0696,0
0.0645,0
0.0524,0
0.0701,0
0.0726,0
0.0663,0
0.0733,0
0.0657,0
0.0701,0
0.0625,0
0.069,0
0.0721,0
0.067,0
0.0606,0
0.0525,0
0.0485,0
0.0793,0
0.0635,0
0.078,0
0.074,0
0.0553,0
0.1189,0
0.0627,0
0.0624,0
0.0629,0
0.0638,0
0.0774,0
0.067,0
0.0651,0
0.071,0
0.0662,0
0.0636,0
0.0627,0
0.0799,0
0.0729,0
0.0648,0
0.0682,0
0.0752,0
0.0611,0
0.0638,0
0.0657,0
0.0712,0
0.0637,0
0.053,0
0.0631,0
0.0633,0
0.071,0
0.0759,0
0.0659,0
0.0989,0
0.1088,0
0.0722,0
0.0682,0
0.0679,0
0.0991,0
0.0684,0
0.0583,0
0.0565,0
0.0729,0
0.0693,0
0.0787,0
0.0862,0
0.069,0
0.0587,0
0.0802,0
0.0696,0
0.0725,0
0.0667,0
0.0553,0
0.0808,0
0.0617,0
0.063,0
0.0632,0
0.0635,0
0.0791,0
0.0584,0
0.0786,0
0.0728,0
0.0691,0
0.0918,0
0.0737,0
0.0609,0
0.0637,0
0.079,0
0.0731,0
0.0637,0
0.063,0
0.079,0
0.0734,0
0.0957,0
0.0847,0
0.0892,0
0.079,0
0.0943,0
0.111,0
0.0949,0
0.0993,0
0.1067,0
0.1151,0
0.1212,0
0.1019,0
0.0981,0
0.0937,0
0.0905,0
0.1221,0
0.1021,0
0.1347,0
0.1265,0
0.1,0
0.1268,0
0.0949,0
0.1004,0
0.1127,0
0.1128,0
0.122,0
0.0964,0
0.1077,0
0.1108,0
0.095,0
0.0951,0
0.0946,0
0.1106,0
0.0698,0
0.1097,0
0.1107,0
0.0972,0
0.0926,0
0.0903,0
0.0793,0
0.0881,0
0.0822,0
0.0842,0
0.0877,0
0.0898,0
0.0835,0
0.0951,0
0.0958,0
0.0892,0
0.0822,0
0.1277,0
0.1251,0
0.1116,0
0.1105,0
0.1059,0
0.097,0
0.0933,0
0.0775,0
0.1321,0
0.0954,0
0.0745,0
0.0788,0
0.1036,0
0.0784,0
0.0798,0
0.0958,0
0.0945,0
0.0799,0
0.1116,0
0.072,0
0.0992,0
0.1021,0
0.0971,0
0.1081,0
0.099,0
0.1196,0
0.1126,0
0.1002,0
0.1052,0
0.1088,0
0.101,0
0.111,0
0.0849,0
0.0876,0
0.127,0
0.1016,0
0.0724,0
0.1103,0
0.1093,0
0.0932,0
0.1109,0
0.0958,0
0.1102,0
0.1109,0
0.1186,0
0.0885,0
0.1094,0
0.0954,0
0.0908,0
0.1172,0
0.1102,0
0.1114,0
0.0951,0
0.0943,0
0.0957,0
0.0794,0
0.0656,0
0.0926,0
0.108,0
0.0949,0
0.0611,0
0.1012,0
0.0705,0
0.0789,0
0.0791,0
0.0792,0
0.0777,0
0.0797,0
0.0892,0
0.0656,0
0.125,0
0.0948,0
0.0953,0
0.0933,0
0.0918,0
0.0784,0
0.0953,0
0.0952,0
0.0796,0
0.0795,0
0.0708,0
0.1544,0
0.0633,0
0.0934,0
0.079,0
0.0787,0
0.0951,0
0.0902,0
0.095,0
0.0947,0
0.0934,0
0.061,0
0.063,0
0.0942,0
0.1112,0
0.0635,0
0.0652,0
0.0937,0
0.0948,0
0.0951,0
0.117,0
0.0943,0
0.0713,0
0.0791,0
0.068,0
0.0635,0
0.0652,0
0.0518,0
0.0787,0
0.0789,0
0.0958,0
0.0943,0
0.1061,0
0.0636,0
0.0844,0
0.0881,0
0.0931,0
0.0723,0
0.0793,0
0.0945,0
0.0794,0
0.1099,0
0.0946,0
0.0787,0
0.0784,0
0.0666,0
0.0777,0
0.056,0
0.0791,0
0.1051,0
0.079,0
0.0733,0
0.0818,0
0.0787,0
0.0788,0
0.08,0
